Orthogroup	1	2	3	4	5	6	7	8	9	10
OG0001661	None									
OG0001662	Mediator of RNA polymerase II transcription subunit 14 (Mediator complex subunit 14) (64)									
OG0001663	None									
OG0001664	Cytochrome P450 (64)									
OG0001665	DUF3105 domain containing protein (64)									
OG0001666	dual-specificity kinase  (37)	Mitogen-activated protein kinase, putative  (27)								
OG0001667	DH domain-containing protein (63)									
OG0001668	None									
OG0001669	SH3 domain-containing protein (63)									
OG0001670	Regulating synaptic membrane exocytosis protein 2-like protein (35)	RabBD domain-containing protein (22)	Regulating synaptic membrane exocytosis protein 2 (7)							
OG0001671	Tight junction protein ZO-1-like protein (56)	PDZ domain-containing protein (6)								
OG0001672	CSC1/OSCA1-like cytosolic domain-containing protein (42)	CSC1-like protein 2 (19)	CSC1/OSCA1-like 7TM region domain-containing protein (3)							
OG0001673	None									
OG0001674	RING-type domain-containing protein (64)									
OG0001675	cAMP-dependent rap1 guanine-nucleotide exchange factor, putative  (63)									
OG0001676	L-allo-threonine aldolase, putative  (64)									
OG0001677	None									
OG0001678	None									
OG0001679	Protein kinase domain-containing protein (9)									
OG0001680	None									
OG0001681	Cold shock domain-containing protein E1 (55)	Cold shock domain-containing protein E1-like (8)								
OG0001682	Glycogen [starch] synthase  (63)									
OG0001683	Armadillo segment polarity protein (63)									
OG0001684	High mobility group protein, putative (High mobility group protein, putative (Fragment)) (31)	HMG box domain-containing protein (31)	Nucleolar transcription factor 1-like (1)							
OG0001685	Cystinosin (56)	Cystinosin-like protein (7)								
OG0001686	Lipocalin/cytosolic fatty-acid binding domain-containing protein (63)									
OG0001687	Exocyst complex component Sec8 (62)									
OG0001688	Riboflavin transporter (62)	Riboflavin transporter 2-like protein (1)								
OG0001689	Protein kinase domain-containing protein (62)									
OG0001690	None									
OG0001691	None									
OG0001692	Cytokine-like nuclear factor N-PAC (Glyoxylate reductase 1 homolog) (62)	Putative oxidoreductase GLYR1-like isoform X1 (1)								
OG0001693	None									
OG0001694	Pyruvate carboxylase  (38)	Lipoyl-binding domain-containing protein (23)	Biotin carboxylation domain-containing protein (2)							
OG0001695	PHD-type domain-containing protein (49)	Remodeling and spacing factor 1-like protein (9)								
OG0001696	4-hydroxyphenylpyruvate dioxygenase (48)	4-hydroxyphenylpyruvate dioxygenase-like protein (15)								
OG0001697	Ubiquitination factor E4a, putative (29)	U-box domain-containing protein (26)	Ubiquitin conjugation factor E4 A (7)	Ubiquitin conjugation factor E4 core domain-containing protein (1)						
OG0001698	Cadherin-like beta sandwich domain-containing protein (63)									
OG0001699	Pkd2, putative (Pkd2, putative (Fragment)) (45)	Polycystic kidney disease 2-like 1 protein (TRP-like ion channel Pkd2) (5)	Polycystin-2-like protein (5)	Polycystin-2-like (4)	EF-hand domain-containing protein (4)					
OG0001700	None									
OG0001701	Protein FAM13A-like (63)									
OG0001702	Serine/threonine-protein phosphatase PGAM5, mitochondrial (56)	Serine/threonine-protein phosphatase pgam5 (4)	Serine/threonine-protein phosphatase Pgam5: mitochondrial-like protein (3)							
OG0001703	None									
OG0001704	PWWP domain-containing protein (62)									
OG0001705	Neuropathy target esterase sws (Swiss cheese) (57)	Neuropathy target esterase sws (3)	Neuropathy target esterase (2)	Patatin-like phospholipase domain-containing protein (1)						
OG0001706	Transcription factor Ap-1, putative (49)	BZIP domain-containing protein (12)	Transcription factor AP-1-like protein (2)							
OG0001707	Calcium homeostasis endoplasmic reticulum protein (52)	Calcium homeostasis endoplasmic reticulum protein-like protein (11)								
OG0001708	SAM domain-containing protein (46)	PHD-type domain-containing protein (11)	Phorbol-ester/DAG-type domain-containing protein (6)							
OG0001709	SSD domain-containing protein (32)	Patched-2 protein, putative (Patched-2 protein, putative (Fragment)) (23)	Patched-like protein (8)							
OG0001710	Tetratricopeptide repeat protein 38 (63)									
OG0001711	None									
OG0001712	Chondroitin sulfate proteoglycan 4-like protein (63)									
OG0001713	Retinoid X receptor, putative (Retinoid X receptor, putative (Fragment)) (29)	Retinoid X receptor (14)	Retinoic acid receptor RXR-alpha-A (5)	Nuclear hormone receptor-like protein (5)	Retinoic acid receptor RXR-alpha-like (4)	Retinoic acid receptor RXR-alpha-B-like protein (4)	Ultraspiracle (2)			
OG0001714	None									
OG0001715	Protein kinase domain-containing protein (63)									
OG0001716	Prolactin receptor (62)									
OG0001717	Protein kinase domain-containing protein (62)	Protein kinase-like protein (1)								
OG0001718	BRCT domain-containing protein (32)	DNA topoisomerase 2-binding protein 1 (25)	DNA topoisomerase 2-binding protein 1-B-like (6)							
OG0001719	Homeobox protein cut-like (60)	One cut domain family member (2)	Homeobox cut-like protein (1)							
OG0001720	Signal transducer (55)	Coiled-coil domain-containing protein (8)								
OG0001721	CHRD domain-containing protein (55)	Chordin-like protein (8)								
OG0001722	Band 4.1 ues' binding motif (62)									
OG0001723	ATP-dependent DNA helicase  (52)	ATP-dependent DNA helicase PIF1  (6)	ATP-dependent DNA helicase PIF1-like protein (3)	ATP-dependent DNA helicase pif1-like protein (2)						
OG0001724	protein-tyrosine-phosphatase  (60)	Ig-like domain-containing protein (3)								
OG0001725	None									
OG0001726	Protein kinase C-binding protein NELL1, putative  (44)	Protein kinase C-binding protein NELL2-like protein (7)	Protein kinase C-binding protein NELL2-like (7)	Thrombospondin N-terminal -like domains containing protein (3)	Protein kinase C-binding protein NELL2 (1)	Kinase C-binding NELL2-like protein (1)				
OG0001727	None									
OG0001728	None									
OG0001729	None									
OG0001730	Ig-like domain-containing protein (62)									
OG0001731	Ras GTP exchange factor, son of sevenless-like protein (31)	Son of sevenless2-like (31)								
OG0001732	MIF4G domain-containing protein (62)									
OG0001733	G protein pathway suppressor 2-like protein (62)									
OG0001734	phosphoribosylformylglycinamidine synthase  (59)	Phosphoribosylformylglycinamidine synthase-like protein (2)	Phosphoribosylformylglycinamidine synthase linker domain-containing protein (1)							
OG0001735	None									
OG0001736	Numb-associated kinase, putative  (62)									
OG0001737	Transmembrane protein 104-like isoform X2 (61)	Transmembrane protein 104-like protein (1)								
OG0001738	Transcription factor 20 (56)									
OG0001739	C2H2-type domain-containing protein (61)									
OG0001740	carbonyl reductase (NADPH)  (62)									
OG0001741	Kinesin-like protein (58)	Kinesin-like protein KIF2A-like protein (2)	Kinesin protein Klp10A-like (1)	Kinesin motor domain-containing protein (1)						
OG0001742	T-cell immunomodulatory protein-like (62)									
OG0001743	tRNA selenocysteine-associated protein 1 (57)	Trna selenocysteine 1-associated protein 1-like protein (tRNA selenocysteine 1-associated protein 1) (5)								
OG0001744	HAP1 N-terminal domain-containing protein (62)									
OG0001745	CTNNB1 binding N-teminal domain-containing protein (28)	HMG box domain-containing protein (23)	Transcription factor 7-like 2 (5)	Pangolin, putative (Pangolin, putative (Fragment)) (3)	Protein pangolin: isoforms A/H/I/S-like protein (2)	Protein pangolin, isoforms A/H/I/S (1)				
OG0001746	None									
OG0001747	Guanine nucleotide-binding protein G(S) subunit alpha-like protein (21)	Guanine nucleotide-binding protein, putative (Guanine nucleotide-binding protein, putative (Fragment)) (19)	Guanine nucleotide-binding protein G(S) subunit alpha (12)	Guanine nucleotide-binding protein, putative (4)	Guanine nucleotide-binding protein G(S) subunit alpha-like (4)	Guanine nucleotide-binding protein (2)				
OG0001748	Secreted protein, putative (Secreted protein, putative (Fragment)) (62)									
OG0001749	Prolyl endopeptidase  (61)	Peptidase S9A N-terminal domain-containing protein (1)								
OG0001750	G-protein coupled receptors family 1 profile domain-containing protein (40)	G-protein coupled receptor, putative  (22)								
OG0001751	Salivary protein Is3, putative  (62)									
OG0001752	Histone-lysine N-methyltransferase ASH1L (62)									
OG0001753	Rab11 family-interacting protein 4A (34)	Rab11 family-interacting protein 4A-like protein (20)	FIP-RBD domain-containing protein (7)							
OG0001754	Glutamyl-tRNA synthetase, cytoplasmic, putative  (40)	proline--tRNA ligase  (6)	Prolyl-tRNA synthetase (6)	glutamate--tRNA ligase  (5)	Glutamyl/glutaminyl-tRNA synthetase class Ib catalytic domain-containing protein (2)	Bifunctional glutamate/proline--tRNA ligase (1)	Bifunctional glutamate/proline-trna ligase-like protein (1)	Bifunctional glutamate/proline--tRNA ligase-like protein (1)		
OG0001755	Lysine-ketoglutarate reductase, putative  (29)	Saccharopine dehydrogenase (NAD(+), L-glutamate-forming) (29)	Alpha-aminoadipic semialdehyde synthase (4)							
OG0001756	E3 ubiquitin-protein ligase RBBP6-like protein (39)	E3 ubiquitin-protein ligase RBBP6-like (21)	E3 ubiquitin-protein ligase RBBP6 (1)							
OG0001757	Nuclear pore complex protein nup205-like (55)									
OG0001758	guanylate kinase  (62)									
OG0001759	CoA carboxyltransferase C-terminal domain-containing protein (61)									
OG0001760	CDC42 binding protein kinase alpha, putative  (36)	Protein kinase domain-containing protein (15)	Cdc42 binding protein kinase alpha-like protein (10)							
OG0001761	cysteine dioxygenase  (62)									
OG0001762	Zinc finger, C2H2 type, putative (62)									
OG0001763	ATP synthase subunit O, mitochondrial (Oligomycin sensitivity conferral protein) (62)									
OG0001764	Anaphase-promoting complex subunit, putative (32)	Anaphase-promoting complex subunit 1 (29)								
OG0001765	Polymerase nucleotidyl transferase domain-containing protein (49)	PAP-associated domain-containing protein 5-like (13)								
OG0001766	Paramyosin, putative (45)	Structural maintenance of chromosomes protein 6-like protein (10)	RecF/RecN/SMC N-terminal domain-containing protein (7)							
OG0001767	1-phosphatidylinositol 4-kinase  (62)									
OG0001768	Tyrosine-protein kinase receptor  (49)	receptor protein-tyrosine kinase  (5)	Fibronectin type-III domain-containing protein (4)	Proto-oncogene tyrosine-protein kinase ROS-like protein (3)	Sortilin N-terminal domain-containing protein (1)					
OG0001769	None									
OG0001770	DNA replication ATP-dependent helicase/nuclease  (39)	DNA replication ATP-dependent helicase/nuclease DNA2  (21)								
OG0001771	G-protein coupled receptors family 3 profile domain-containing protein (43)	Metabotropic glutamate receptor (17)	Receptor ligand binding region domain-containing protein (2)							
OG0001772	Bahcc1 protein, putative (Bahcc1 protein, putative (Fragment)) (61)									
OG0001773	Neogenin (62)									
OG0001774	Preprodefensin, putative (62)									
OG0001775	peptidylglycine monooxygenase  (62)									
OG0001776	Ig-like domain-containing protein (56)	Ubiquitin carboxyl-terminal hydrolase (6)								
OG0001777	Ankyrin repeat domain protein  (50)	Ankyrin repeat domain containing protein (7)	KN motif and ankyrin repeat domain-containing protein 1-like isoform X1 (4)	KN motif and ankyrin repeat domain (1)						
OG0001778	non-specific serine/threonine protein kinase  (33)	Death-associated protein kinase, putative  (28)								
OG0001779	None									
OG0001780	Vitellogenin receptor, putative  (38)	Low-density lipoprotein receptor-related protein 4-like protein (15)	Yolkless-like vitellogenin receptor protein (3)	Putative vitellogenin receptor (3)	EGF-like domain-containing protein (2)	Vitellogenin receptor (1)				
OG0001781	None									
OG0001782	None									
OG0001783	Protein lin-10 (59)									
OG0001784	Ubiquitin specific proteinase-like protein (61)									
OG0001785	Cation-transporting ATPase 13a1, putative  (38)	Cation-transporting atpase 13a1-like protein (9)	Manganese-transporting ATPase 13A1 (9)	Cation-transporting ATPase (3)	Putative cation-transporting ATPase 13A1-like (2)					
OG0001786	SH3 domain-containing protein (61)									
OG0001787	Peroxidasin-like protein (35)	Peroxidase, putative  (15)	Peroxidase (11)							
OG0001788	C3H1-type domain-containing protein (60)									
OG0001789	None									
OG0001790	Probable ATP-dependent RNA helicase spindle-E (31)	Probable ATP-dependent RNA helicase spindle-E  (10)	ATP-dependent RNA helicase spindle-E (8)	Putative ATP-dependent RNA helicase spindle-E-like (1)						
OG0001791	None									
OG0001792	BRCT domain-containing protein (56)	DNA repair protein XRCC1-like protein (5)								
OG0001793	Major facilitator superfamily (MFS) profile domain-containing protein (61)									
OG0001794	DNA replication licensing factor MCM2  (59)	DNA replication licensing factor mcm2-like protein (2)								
OG0001795	None									
OG0001796	MICOS complex subunit MIC60 (Mitofilin) (61)									
OG0001797	Lon protease homolog  (32)	Lon protease homolog, mitochondrial  (20)	Lon protease-like, mitochondrial protein (5)	ATP-dependent protease PIM1/LON, putative  (2)	Lon proteolytic domain-containing protein (2)					
OG0001798	Serine/threonine protein kinase TAO1, putative  (39)	Serine/threonine-protein kinase TAO1 (12)	Protein kinase domain-containing protein (10)							
OG0001799	Rho guanine nucleotide exchange factor 17-like protein (52)									
OG0001800	DNA-directed RNA polymerase  (44)	DNA-directed RNA polymerase subunit beta  (15)	DNA-directed RNA polymerase I subunit RPA2  (2)							
OG0001801	None									
OG0001802	N-terminal acetyltransferase B complex subunit MDM20 homolog (61)									
OG0001803	Monoglyceride lipase-like (60)	Alpha/beta fold hydrolase (1)								
OG0001804	acylaminoacyl-peptidase  (54)	Acylamino-acid-releasing enzyme  (6)	Acylamino-acid-releasing enzyme-like isoform X2 (1)							
OG0001805	None									
OG0001806	E3 ubiquitin-protein ligase  (61)									
OG0001807	Sorting nexin (53)	Sorting nexin-6 (8)								
OG0001808	Small ubiquitin-related modifier-like isoform X1 (31)	Small ubiquitin-related modifier (SUMO) (23)	Small ubiquitin-related modifier-like (6)	Ubiquitin-like domain-containing protein (1)						
OG0001809	None									
OG0001810	Toll, putative  (32)	TIR domain-containing protein (18)	Toll-like protein (10)	LRRCT domain-containing protein (1)						
OG0001811	None									
OG0001812	C3H1-type domain-containing protein (52)	Tudor domain-containing protein (5)	RNA helicase (2)							
OG0001813	Proteasome activator PA28 C-terminal domain-containing protein (61)									
OG0001814	DUF3677 domain-containing protein (57)	Integrator complex subunit 1-like protein (3)	Integrator complex subunit 1 (1)							
OG0001815	V-type proton ATPase proteolipid subunit (61)									
OG0001816	F5/8 type C domain-containing protein (57)									
OG0001817	AP-3 complex subunit delta (57)	Clathrin/coatomer adaptor adaptin-like N-terminal domain-containing protein (4)								
OG0001818	Protein kinase domain-containing protein (45)	Serine/threonine-protein kinase tousled-like 2 (9)	Serine/threonine-protein kinase tousled 2-like (4)	Serine/threonine-protein kinase tousled-like 1 (3)						
OG0001819	None									
OG0001820	Copper transport protein (61)									
OG0001821	RNA-binding protein Luc7-like 2 (60)	PAW domain-containing protein (1)								
OG0001822	Protein D7-like protein (61)									
OG0001823	Glucose-6-phosphate 1-dehydrogenase  (53)	Glucose-6-phosphate 1-dehydrogenase (8)								
OG0001824	None									
OG0001825	Inosine-5'-monophosphate dehydrogenase  (41)	Inosine-5'-monophosphate dehydrogenase (IMP dehydrogenase) (IMPD) (IMPDH)  (16)	IMP dehydrogenase/GMP reductase domain-containing protein (4)							
OG0001826	RNA helicase  (59)	Spliceosome RNA helicase WM6-like protein (1)								
OG0001827	Tumor protein D54 (55)	Tumor protein D52 (6)								
OG0001828	Small ribosomal subunit protein RACK1 (61)									
OG0001829	ENTH domain-containing protein (61)									
OG0001830	Polypyrimidine tract binding protein, putative  (55)	Polypyrimidine tract-binding protein 3-like protein (6)								
OG0001831	None									
OG0001832	GMP synthase (glutamine-hydrolyzing)  (54)	GMP synthase-like protein (7)								
OG0001833	poly(A)-specific ribonuclease  (61)									
OG0001834	Ubiquitin protein ligase, putative  (60)	UBC core domain-containing protein (1)								
OG0001835	None									
OG0001836	Phosphatidylserine synthase  (61)									
OG0001837	Secreted protein, putative  (55)	Glycerophosphodiester phosphodiesterase 1-like (6)								
OG0001838	Glutamate receptor ionotropic: NMDA 2B-like protein (24)	Ionotropic glutamate receptor, putative (Ionotropic glutamate receptor, putative (Fragment)) (19)	Glutamate receptor ionotropic, NMDA 2B (12)	Glutamate-like (4)	Autophagy-related protein 101 (2)					
OG0001839	None									
OG0001840	G-patch domain-containing protein (61)									
OG0001841	Hipk, putative  (29)	Protein kinase domain-containing protein (26)	Homeodomain-interacting protein kinase 2 (6)							
OG0001842	HSF-type DNA-binding domain-containing protein (56)	Heat shock factor protein-like protein (4)	Heat shock factor protein (1)							
OG0001843	Rho GTPase-activating protein 12-like (54)	Rho GTPase-activating protein 9, variant 2 (5)	WW domain-containing protein (1)	Rho GTPase-activating protein 12-like protein (1)						
OG0001844	DUF2428 domain-containing protein (59)									
OG0001845	Satb1 matrix attachment region binding protein (35)	Homeobox domain-containing protein (26)								
OG0001846	ATPase AAA-type core domain-containing protein (40)	ATPase family AAA domain-containing protein 5-like isoform X3 (8)								
OG0001847	Protein prune 2-like isoform X2 (54)	CRAL-TRIO domain-containing protein (7)								
OG0001848	None									
OG0001849	[histone H3]-trimethyl-L-lysine(9) demethylase  (61)									
OG0001850	C2H2-type domain-containing protein (60)									
OG0001851	Tetratricopeptide repeat protein 31-like protein (60)									
OG0001852	High-density lipoprotein-binding protein, putative  (49)	K Homology domain-containing protein (11)								
OG0001853	RNA-binding protein 5 (60)									
OG0001854	None									
OG0001855	Phospholipid/glycerol acyltransferase domain-containing protein (42)	1-acyl-sn-glycerol-3-phosphate acyltransferase zeta, putative  (18)								
OG0001856	Exportin-2 (Importin-alpha re-exporter) (60)									
OG0001857	None									
OG0001858	Regulator of chromosome condensation-like protein (60)									
OG0001859	Cyclin-G-associated kinase-like (46)	Protein kinase domain-containing protein (11)	Cyclin-G-associated kinase (3)							
OG0001860	None									
OG0001861	Vesicle coat complex COPII, subunit SEC13, putative  (42)	GATOR complex protein SEC13 (18)								
OG0001862	Pre-mRNA-processing factor 6 (PRP6 homolog) (U5 snRNP-associated 102 kDa protein) (60)									
OG0001863	Trafficking protein particle complex subunit 10-like (58)	Trafficking protein particle complex subunit 10 (1)								
OG0001864	Pre-mRNA splicing factor Prp8, putative (38)	MPN domain-containing protein (22)								
OG0001865	Alpha-1,4 glucan phosphorylase  (60)									
OG0001866	None									
OG0001867	Coatomer subunit beta (Beta-coat protein) (53)	Clathrin/coatomer adaptor adaptin-like N-terminal domain-containing protein (7)								
OG0001868	p53 and DNA damage-regulated protein 1 (37)	G-patch domain-containing protein (19)	G patch domain and ankyrin repeat-containing protein 1-like (4)							
OG0001869	Hypoxia up-regulated protein, putative  (34)	Hypoxia up-regulated protein 1 (25)	Hypoxia up-regulated protein 1-like (1)							
OG0001870	C2 domain-containing protein (60)									
OG0001871	TOG domain-containing protein (60)									
OG0001872	Ubiquitin carboxyl-terminal hydrolase  (43)	ubiquitinyl hydrolase 1  (17)								
OG0001873	Glycerol-3-phosphate dehydrogenase  (60)									
OG0001874	non-specific serine/threonine protein kinase  (60)									
OG0001875	Glucosidase II, putative  (48)	Glycoside hydrolase family 31 N-terminal domain-containing protein (12)								
OG0001876	3-hydroxy-3-methylglutaryl coenzyme A reductase (HMG-CoA reductase)  (57)	hydroxymethylglutaryl-CoA reductase (NADPH)  (3)								
OG0001877	None									
OG0001878	Bifunctional arginine demethylase and lysyl-hydroxylase JMJD6-like (49)	Bifunctional arginine demethylase and lysyl-hydroxylase JMJD6-like protein (11)								
OG0001879	Thyroglobulin type-1 domain-containing protein (55)	SPARC- modular calcium-binding protein 1 (3)	SPARC-related modular calcium-binding protein 1-like protein (2)							
OG0001880	Histone-lysine N-methyltransferase, setb1, putative  (42)	Histone-lysine N-methyltransferase eggless (12)	Histone-lysine N-methyltransferase (3)	Histone-lysine N-methyltransferase: setb1-like protein (2)	SET domain-containing protein (1)					
OG0001881	Apple domain-containing protein (60)									
OG0001882	NUDE domain-containing protein (40)	Nuclear distribution protein nudE 1-like (12)	Nuclear distribution protein nudE-like protein (8)							
OG0001883	Kakapo, putative  (60)									
OG0001884	peptide-methionine (S)-S-oxide reductase  (58)									
OG0001885	RNA-binding translational regulator IRP, putative  (29)	Aconitate hydratase (26)	Aconitase/homoaconitase, putative  (3)	Aconitase 2, putative (Aconitase 2, putative (Fragment)) (2)						
OG0001886	26S proteasome non-ATPase regulatory subunit 4 (60)									
OG0001887	None									
OG0001888	FYVE-type domain-containing protein (60)									
OG0001889	Calsyntenin C-terminal domain-containing protein (40)	Cadherin domain-containing protein (10)	Calsyntenin-1-like protein (Calsyntenin-2) (5)	Calsyntenin-1-like protein (3)	Calsyntenin-1 (2)					
OG0001890	EF-hand domain-containing protein (60)									
OG0001891	Polyadenylate-binding protein (PABP) (59)	Polyadenylate-binding protein 4 (1)								
OG0001892	Acetylcholine regulator unc-18, putative (Acetylcholine regulator unc-18, putative (Fragment)) (47)	Syntaxin-binding protein 1 (12)	Syntaxin-binding protein 1-like protein (1)							
OG0001893	non-specific serine/threonine protein kinase  (60)									
OG0001894	Vacuolar protein sorting-associated protein 8 central domain-containing protein (51)	RING-type domain-containing protein (9)								
OG0001895	None									
OG0001896	MHD domain-containing protein (58)									
OG0001897	E3 ubiquitin-protein ligase SHPRH (59)									
OG0001898	BTB domain-containing protein (35)	Potassium voltage-gated channel protein Shal (22)	Potassium channel voltage dependent Kv4 C-terminal domain-containing protein (3)							
OG0001899	Glucose transport protein, putative  (45)	Major facilitator superfamily (MFS) profile domain-containing protein (8)	Proton myo-inositol cotransporter-like (7)							
OG0001900	None									
OG0001901	Glutamate-gated chloride channel (31)	Neurotransmitter-gated ion-channel ligand-binding domain-containing protein (22)	Glutamate-gated chloride channel-like (7)							
OG0001902	Ubiquitin-like protease family profile domain-containing protein (51)	Ulp1 protease-like protein (6)	Sentrin-specific protease 6-like protein (3)							
OG0001903	None									
OG0001904	Hexosyltransferase  (60)									
OG0001905	Lachesin-like protein (56)	Lachesin-like protein 4 (3)	Lachesin (Lachesin-like protein 4) (1)							
OG0001906	Sodium/calcium exchanger membrane region domain-containing protein (28)	Sodium/potassium/calcium exchanger Nckx30C-like protein (19)	Potassium-dependent sodium-calcium exchanger, putative (8)	Protein kinase domain-containing protein (3)	Sodium/potassium/calcium exchanger 3-like protein (2)					
OG0001907	Dynamin-binding protein (Scaffold protein Tuba) (58)	Dynamin-binding protein-like (2)								
OG0001908	Protocadherin beta-6, putative  (41)	Cadherin domain-containing protein (19)								
OG0001909	General transcription factor 3C polypeptide 3-like protein (60)									
OG0001910	CUB domain-containing protein (60)									
OG0001911	PH domain-containing protein (53)	Sesquipedalian-1-like (7)								
OG0001912	None									
OG0001913	Kinesin-like protein unc-104 (58)	Kinesin-like protein KIF13A (2)								
OG0001914	Endonuclease/exonuclease/phosphatase domain-containing protein (60)									
OG0001915	RAS, putative  (39)	Ras-related protein ral-a-like protein (9)	RAS-like protein (7)	Ras-related protein Ral-a (5)						
OG0001916	Post-GPI attachment to proteins factor 2 (36)	Post-GPI attachment to proteins factor 2-like (24)								
OG0001917	None									
OG0001918	None									
OG0001919	None									
OG0001920	CWF19 protein 2-like (59)									
OG0001921	RRM domain-containing protein (51)	K Homology domain-containing protein (8)								
OG0001922	Vam6/Vps39 protein-like (46)	Vam6/Vps39-like protein (13)								
OG0001923	DNA mismatch repair protein (48)	DNA mismatch repair protein Msh6-like protein (3)	PWWP domain-containing protein (2)	DNA mismatch repair proteins mutS family domain-containing protein (1)						
OG0001924	None									
OG0001925	urocanate hydratase  (59)									
OG0001926	C3H1-type domain-containing protein (50)									
OG0001927	Phospholipid/glycerol acyltransferase domain-containing protein (49)	1-acyl-sn-glycerol-3-phosphate acyltransferase gamma (10)								
OG0001928	None									
OG0001929	ATP receptor (Purinergic receptor) (59)									
OG0001930	RPEL repeat containing protein (59)									
OG0001931	ditrans,polycis-polyprenyl diphosphate synthase [(2E,6E)-farnesyldiphosphate specific]  (59)									
OG0001932	Ubiquitin carboxyl-terminal hydrolase  (44)	ubiquitinyl hydrolase 1  (14)								
OG0001933	Clathrin light chain (59)									
OG0001934	Protein NRDE2-like protein (59)									
OG0001935	S phase cyclin A-associated protein in the endoplasmic reticulum-like (57)									
OG0001936	Cysteine synthase, putative  (37)	Cystathionine beta-synthase  (22)								
OG0001937	None									
OG0001938	Mitogen-activated protein kinase kinase kinase 13-B-like protein (56)	Protein kinase domain-containing protein (2)	Mitogen-activated protein kinase kinase kinase  (1)							
OG0001939	PWI domain-containing protein (59)									
OG0001940	inositol-3-phosphate synthase  (59)									
OG0001941	Metastasis-associated protein, putative (Metastasis-associated protein, putative (Fragment)) (44)	Metastasis-associated protein MTA1 (15)								
OG0001942	Protein tumorous imaginal discs, mitochondrial (42)	DnaJ sub A member 3, mitochondrial (13)	Molecular chaperone, putative (Molecular chaperone, putative (Fragment)) (2)	Mitochonrial uncharacterized protein (1)	J domain-containing protein (1)					
OG0001943	None									
OG0001944	Potassium channel subfamily T member 2-like protein (55)	Potassium channel subfamily T member 2 (1)								
OG0001945	Vacuolar protein sorting-associated protein 18 homolog (59)									
OG0001946	CXXC-type zinc finger protein 1 (59)									
OG0001947	Nucleosome assembly protein NAP-1, putative (Nucleosome assembly protein NAP-1, putative (Fragment)) (31)	Nucleosome assembly protein 1-like 1 (15)	Nucleosome assembly protein 1 1-like (10)	Putative nucleosome assembly protein-like protein (3)						
OG0001948	None									
OG0001949	Major facilitator superfamily (MFS) profile domain-containing protein (53)	Glucose-6-phosphate translocase-like protein (6)								
OG0001950	Transcription elongation regulator, putative (Transcription elongation regulator, putative (Fragment)) (38)	Transcription elongation regulator 1 (11)	WW domain-containing protein (7)	Transcription elongation regulator 1-like isoform X1 (3)						
OG0001951	Abl interactor 2 (58)	CRE-ABI-1 protein-like protein (1)								
OG0001952	None									
OG0001953	Transcription initiation factor TFIID subunit 2 (39)	Transcription initiation factor TFIID subunit 2 (Transcription initiation factor TFIID 150 kDa subunit) (20)								
OG0001954	non-specific serine/threonine protein kinase  (59)									
OG0001955	Protein phosphatase 1 regulatory inhibitor subunit 16A, putative  (21)	Protein phosphatase 1 regulatory subunit 16A-like protein (16)	Protein phosphatase 1 regulatory subunit 16A (8)	Protein phosphatase 1 regulatory inhibitor subunit 16B-like (6)	Protein phosphatase 1 regulatory subunit 12B (2)	cGMP-dependent protein kinase interacting domain-containing protein (2)	Ankyrin repeat domain containing protein (2)	ANK_REP_REGION domain-containing protein (1)	Ankyrin repeat domain containing protein 24 (Protein phosphatase 1 regulatory inhibitor subunit 16B) (1)	
OG0001956	Insulin-like domain-containing protein (59)									
OG0001957	Dishevelled protein, putative (Dishevelled protein, putative (Fragment)) (41)	Dishevelled (14)	Segment polarity protein dishevelledDVL-2-like (2)	PDZ domain-containing protein (1)	DEP domain-containing protein (1)					
OG0001958	Dihydropyrimidine dehydrogenase [NADP(+)] (DHPDHase) (DPD)  (58)	Dihydroprymidine dehydrogenase domain-containing protein (1)								
OG0001959	RBR-type E3 ubiquitin transferase  (59)									
OG0001960	Protein piccolo-like (46)	Regulating synaptic membrane exocytosis protein 2 (13)								
OG0001961	None									
OG0001962	Synaptosomal-associated protein (59)									
OG0001963	Chromatin-remodeling ATPase INO80  (56)									
OG0001964	EF-hand domain-containing protein (59)									
OG0001965	Fork-head domain-containing protein (35)	Forkhead box protein P1-like isoform X4 (17)	Forkhead box protein P4 (4)	Forkhead box protein P1-like isoform X3 (2)						
OG0001966	None									
OG0001967	Protein bicaudal D (42)	Microtubule-associated protein bicaudal-d (14)	Protein bicaudal D2-like (3)							
OG0001968	ATP synthase subunit alpha (59)									
OG0001969	NEDD4-like E3 ubiquitin-protein ligase WWP1 (59)									
OG0001970	None									
OG0001971	Nose resistant-to-fluoxetine protein N-terminal domain-containing protein (59)									
OG0001972	None									
OG0001973	separase  (52)									
OG0001974	choline-phosphate cytidylyltransferase  (58)									
OG0001975	None									
OG0001976	None									
OG0001977	Procollagen-lysine (36)	procollagen-lysine 5-dioxygenase  (23)								
OG0001978	None									
OG0001979	Phosphodiesterase  (42)	PDEase domain-containing protein (16)								
OG0001980	None									
OG0001981	Phospholipid/glycerol acyltransferase domain-containing protein (47)	Transmembrane protein 68 (12)								
OG0001982	Voltage-dependent L-type calcium channel subunit beta-2-like protein (49)	Voltage-dependent L-type calcium channel subunit beta-2-like (6)	Voltage-dependent calcium channel beta, invertebrate-like protein (4)							
