cluster	model	profile_type	orthogroup	signif_level	signif_fdr	coefficient	pval	species	locus_tag	Length	egg_Description	KO	KO_definition	deepsig_feature	deepsig_start	deepsig_end	gene	expression
cluster_33	speciation	speciation	OG0000479	Yes	No	0.163652994333656	0.0382685479871234	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-205236-1.1	643	NA	K10284;K10273;K10270;K03875;K10274	F-box and leucine-rich repeat protein 18;F-box and leucine-rich repeat protein 7;F-box and leucine-rich repeat protein 4;F-box and leucine-rich repeat protein 1 (S-phase kinase-associated protein 2);F-box and leucine-rich repeat protein 8	Chain	1	643	evm.contig-205236-1.1	1
cluster_33	speciation	speciation	OG0000479	Yes	No	0.163652994333656	0.0382685479871234	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-238014-1.3	560	NA	K10268;K15069;K10273;K10283;K10275	F-box and leucine-rich repeat protein 2/20;F-box/TPR repeat protein Pof3;F-box and leucine-rich repeat protein 7;F-box and leucine-rich repeat protein 17;F-box and leucine-rich repeat protein 9	Chain	1	560	evm.contig-238014-1.3	0
cluster_33	speciation	speciation	OG0000479	Yes	No	0.163652994333656	0.0382685479871234	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-31381-1.1	503	NA	K10284;K10273;K03875;K10291;K10274	F-box and leucine-rich repeat protein 18;F-box and leucine-rich repeat protein 7;F-box and leucine-rich repeat protein 1 (S-phase kinase-associated protein 2);F-box protein 4;F-box and leucine-rich repeat protein 8	Chain	1	503	evm.contig-31381-1.1	0
cluster_33	speciation	speciation	OG0000479	Yes	No	0.163652994333656	0.0382685479871234	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-55047-1.1	608	NA	K10268;K10273;K15069;K10347;K10289	F-box and leucine-rich repeat protein 2/20;F-box and leucine-rich repeat protein 7;F-box/TPR repeat protein Pof3;leucine-rich repeat-containing protein 41;F-box protein 1 (cyclin F)	Chain	1	608	evm.contig-55047-1.1	0
cluster_33	speciation	speciation	OG0002063	Yes	No	0.248020240856297	0.0471318506168745	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-163516-1.1	523	NA	K25450;K08727;K10165;K22662;K10370	dynein regulatory complex subunit 5;nucleotide-binding oligomerization domain-containing protein 1;nucleotide-binding oligomerization domain-containing protein 2;NACHT, LRR and PYD domains-containing protein 8;tropomodulin	Chain	1	523	evm.contig-163516-1.1	0
cluster_33	speciation	speciation	OG0002063	Yes	No	0.248020240856297	0.0471318506168745	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-187775-1.4	342	NA	K12653;K08727;K10165;K17576;K22665	NLR family member X1;nucleotide-binding oligomerization domain-containing protein 1;nucleotide-binding oligomerization domain-containing protein 2;protein phosphatase 1 regulatory subunit 37;NACHT, LRR and PYD domains-containing protein 13	Chain	1	342	evm.contig-187775-1.4	1
cluster_33	speciation	speciation	OG0002063	Yes	No	0.248020240856297	0.0471318506168745	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-227485-1.1	214	NA	K25450;K12653;K08727;K20865;K10165	dynein regulatory complex subunit 5;NLR family member X1;nucleotide-binding oligomerization domain-containing protein 1;NACHT, LRR and PYD domains-containing protein 12;nucleotide-binding oligomerization domain-containing protein 2	Chain	1	214	evm.contig-227485-1.1	0
cluster_33	speciation	speciation	OG0002063	Yes	No	0.248020240856297	0.0471318506168745	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-24899-1.1	531	NA	K17576;K10370;K14319;K25450;K22614	protein phosphatase 1 regulatory subunit 37;tropomodulin;Ran GTPase-activating protein 1;dynein regulatory complex subunit 5;NLR family CARD domain-containing protein 3	Chain	1	531	evm.contig-24899-1.1	1
cluster_33	speciation	speciation	OG0002063	Yes	No	0.248020240856297	0.0471318506168745	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-32119-1.2	793	NA	K10165;K08727;K20865;K25450;K09257	nucleotide-binding oligomerization domain-containing protein 2;nucleotide-binding oligomerization domain-containing protein 1;NACHT, LRR and PYD domains-containing protein 12;dynein regulatory complex subunit 5;NF-kappa-B inhibitor-like protein 2	Chain	1	793	evm.contig-32119-1.2	1
cluster_33	speciation	speciation	OG0002063	Yes	No	0.248020240856297	0.0471318506168745	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-53237-1.1	709	NA	K08727;K10165;K25450;K22615;K25401	nucleotide-binding oligomerization domain-containing protein 1;nucleotide-binding oligomerization domain-containing protein 2;dynein regulatory complex subunit 5;NLR family CARD domain containing 5;leucine-rich repeat-containing protein 45	Chain	1	709	evm.contig-53237-1.1	1
cluster_33	speciation	speciation	OG0002063	Yes	No	0.248020240856297	0.0471318506168745	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-53241-1.1	388	NA	K08727;K25401;K25450;K22615;K14319	nucleotide-binding oligomerization domain-containing protein 1;leucine-rich repeat-containing protein 45;dynein regulatory complex subunit 5;NLR family CARD domain containing 5;Ran GTPase-activating protein 1	Chain	1	388	evm.contig-53241-1.1	1
cluster_33	speciation	speciation	OG0002063	Yes	No	0.248020240856297	0.0471318506168745	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-53254-1.1	499	NA	K08727;K25450;K10165;K10291;K14319	nucleotide-binding oligomerization domain-containing protein 1;dynein regulatory complex subunit 5;nucleotide-binding oligomerization domain-containing protein 2;F-box protein 4;Ran GTPase-activating protein 1	Chain	1	499	evm.contig-53254-1.1	1
cluster_33	speciation	speciation	OG0000880	Yes	No	0.314007658706998	0.0119565331876935	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-16308-1.1	204	NA	K05570;K13184;K19461;K24317;K12741	multicomponent Na+:H+ antiporter subunit F;ATP-dependent RNA helicase A [EC:3.6.4.13];Lymphocryptovirus nuclear antigen 1;germinal-center associated nuclear protein [EC:2.3.1.48];heterogeneous nuclear ribonucleoprotein A1/A3	Chain	1	204	evm.contig-16308-1.1	1
cluster_33	speciation	speciation	OG0000880	Yes	No	0.314007658706998	0.0119565331876935	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-16308-1.3	381	NA	NA	NA	Signal peptide	1	19	evm.contig-16308-1.3	1
cluster_33	speciation	speciation	OG0000880	Yes	No	0.314007658706998	0.0119565331876935	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-57900-1.10	193	NA	K12741;K13044;K12894;K03102;K14651	heterogeneous nuclear ribonucleoprotein A1/A3;heterogeneous nuclear ribonucleoprotein A/B/D;heterogeneous nuclear ribonucleoprotein A0;squid;transcription initiation factor TFIID subunit 15	Chain	1	193	evm.contig-57900-1.10	1
cluster_33	speciation	speciation	OG0000880	Yes	No	0.314007658706998	0.0119565331876935	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-57900-1.3	295	NA	NA	NA	Chain	1	295	evm.contig-57900-1.3	1
cluster_33	speciation	speciation	OG0000880	Yes	No	0.314007658706998	0.0119565331876935	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-57900-1.7	244	NA	K19461	Lymphocryptovirus nuclear antigen 1	Chain	1	244	evm.contig-57900-1.7	1
cluster_33	speciation	speciation	OG0000880	Yes	No	0.314007658706998	0.0119565331876935	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-57900-1.9	290	NA	NA	NA	Chain	1	290	evm.contig-57900-1.9	1
cluster_33	speciation	speciation	OG0000880	Yes	No	0.314007658706998	0.0119565331876935	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-85352-1.2	176	NA	NA	NA	Signal peptide	1	19	evm.contig-85352-1.2	1
cluster_33	speciation	speciation	OG0000880	Yes	No	0.314007658706998	0.0119565331876935	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-85352-1.4	189	NA	K24317;K13090;K13184;K12741	germinal-center associated nuclear protein [EC:2.3.1.48];interleukin enhancer-binding factor 3;ATP-dependent RNA helicase A [EC:3.6.4.13];heterogeneous nuclear ribonucleoprotein A1/A3	Signal peptide	1	21	evm.contig-85352-1.4	1
cluster_33	speciation	speciation	OG0000880	Yes	No	0.314007658706998	0.0119565331876935	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-85352-1.5	199	NA	K19461	Lymphocryptovirus nuclear antigen 1	Signal peptide	1	19	evm.contig-85352-1.5	1
cluster_33	speciation	speciation	OG0000880	Yes	No	0.314007658706998	0.0119565331876935	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-99605-1.5	231	NA	K19461	Lymphocryptovirus nuclear antigen 1	Chain	1	231	evm.contig-99605-1.5	1
cluster_33	speciation	speciation	OG0002504	Yes	No	0.62415714378609	0.0150269742077905	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-18801-1.1	614	Belongs to the arylamine N-acetyltransferase family	K00675;K00622;K15466;K20443;K10804	N-hydroxyarylamine O-acetyltransferase [EC:2.3.1.118];arylamine N-acetyltransferase [EC:2.3.1.5];amide synthase;cetoniacytone B acyltransferase [EC:2.3.1.-];acyl-CoA thioesterase I [EC:3.1.2.- 3.1.2.2 3.1.1.2 3.1.1.5]	Chain	1	614	evm.contig-18801-1.1	1
cluster_33	speciation	speciation	OG0002504	Yes	No	0.62415714378609	0.0150269742077905	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-220558-1.1	298	N-acetyltransferase	K00675;K00622;K15466;K20443	N-hydroxyarylamine O-acetyltransferase [EC:2.3.1.118];arylamine N-acetyltransferase [EC:2.3.1.5];amide synthase;cetoniacytone B acyltransferase [EC:2.3.1.-]	Chain	1	298	evm.contig-220558-1.1	1
cluster_33	speciation	speciation	OG0002504	Yes	No	0.62415714378609	0.0150269742077905	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-240596-1.1	287	Belongs to the arylamine N-acetyltransferase family	K00675;K00622;K15466;K20443;K05585	N-hydroxyarylamine O-acetyltransferase [EC:2.3.1.118];arylamine N-acetyltransferase [EC:2.3.1.5];amide synthase;cetoniacytone B acyltransferase [EC:2.3.1.-];NAD(P)H-quinone oxidoreductase subunit N [EC:7.1.1.2]	Chain	1	287	evm.contig-240596-1.1	1
cluster_33	speciation	speciation	OG0002504	Yes	No	0.62415714378609	0.0150269742077905	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-246148-1.1	332	Belongs to the arylamine N-acetyltransferase family	K00675;K00622;K15466;K20443	N-hydroxyarylamine O-acetyltransferase [EC:2.3.1.118];arylamine N-acetyltransferase [EC:2.3.1.5];amide synthase;cetoniacytone B acyltransferase [EC:2.3.1.-]	Chain	1	332	evm.contig-246148-1.1	1
cluster_33	speciation	speciation	OG0002504	Yes	No	0.62415714378609	0.0150269742077905	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-246148-1.2	322	Belongs to the arylamine N-acetyltransferase family	K00675;K00622;K15466;K20443	N-hydroxyarylamine O-acetyltransferase [EC:2.3.1.118];arylamine N-acetyltransferase [EC:2.3.1.5];amide synthase;cetoniacytone B acyltransferase [EC:2.3.1.-]	Chain	1	322	evm.contig-246148-1.2	1
cluster_33	speciation	speciation	OG0002504	Yes	No	0.62415714378609	0.0150269742077905	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-59338-1.1	282	Belongs to the arylamine N-acetyltransferase family	K00675;K00622;K15466;K20443	N-hydroxyarylamine O-acetyltransferase [EC:2.3.1.118];arylamine N-acetyltransferase [EC:2.3.1.5];amide synthase;cetoniacytone B acyltransferase [EC:2.3.1.-]	Chain	1	282	evm.contig-59338-1.1	1
cluster_33	speciation	speciation	OG0002504	Yes	No	0.62415714378609	0.0150269742077905	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-63830-1.1	291	Belongs to the arylamine N-acetyltransferase family	K00675;K00622;K15466;K20443	N-hydroxyarylamine O-acetyltransferase [EC:2.3.1.118];arylamine N-acetyltransferase [EC:2.3.1.5];amide synthase;cetoniacytone B acyltransferase [EC:2.3.1.-]	Chain	1	291	evm.contig-63830-1.1	1
cluster_33	speciation	speciation	OG0002504	Yes	No	0.62415714378609	0.0150269742077905	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-71559-1.1	335	Belongs to the arylamine N-acetyltransferase family	K00675;K00622;K15466;K20443	N-hydroxyarylamine O-acetyltransferase [EC:2.3.1.118];arylamine N-acetyltransferase [EC:2.3.1.5];amide synthase;cetoniacytone B acyltransferase [EC:2.3.1.-]	Chain	1	335	evm.contig-71559-1.1	0
cluster_33	speciation	speciation	OG0002504	Yes	No	0.62415714378609	0.0150269742077905	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-82776-1.1	290	Belongs to the arylamine N-acetyltransferase family	K00675;K00622;K15466;K20443	N-hydroxyarylamine O-acetyltransferase [EC:2.3.1.118];arylamine N-acetyltransferase [EC:2.3.1.5];amide synthase;cetoniacytone B acyltransferase [EC:2.3.1.-]	Chain	1	290	evm.contig-82776-1.1	0
cluster_33	speciation	speciation	OG0002504	Yes	No	0.62415714378609	0.0150269742077905	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-85479-1.3	296	N-acetyltransferase	K00675;K00622;K15466;K20443	N-hydroxyarylamine O-acetyltransferase [EC:2.3.1.118];arylamine N-acetyltransferase [EC:2.3.1.5];amide synthase;cetoniacytone B acyltransferase [EC:2.3.1.-]	Chain	1	296	evm.contig-85479-1.3	1
cluster_33	speciation	speciation	OG0002504	Yes	No	0.62415714378609	0.0150269742077905	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-98266-1.3	296	N-acetyltransferase	K00675;K00622;K15466;K20443	N-hydroxyarylamine O-acetyltransferase [EC:2.3.1.118];arylamine N-acetyltransferase [EC:2.3.1.5];amide synthase;cetoniacytone B acyltransferase [EC:2.3.1.-]	Chain	1	296	evm.contig-98266-1.3	1
cluster_33	speciation	speciation	OG0008102	Yes	No	0.899085950242389	0.0345860399028375	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-129979-1.1	79	NA	NA	NA	Chain	1	79	evm.contig-129979-1.1	0
cluster_33	speciation	speciation	OG0008102	Yes	No	0.899085950242389	0.0345860399028375	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-245149-1.2	100	NA	K19593;K20696;K05713;K22812	outer membrane protein, multidrug efflux system;cecropin;2,3-dihydroxyphenylpropionate 1,2-dioxygenase [EC:1.13.11.16];thalianol hydroxylase	Signal peptide	1	20	evm.contig-245149-1.2	0
cluster_33	speciation	speciation	OG0007516	Yes	No	0.97195658891099	0.0187771774717899	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-144128-1.1	107	NA	NA	NA	Chain	1	107	evm.contig-144128-1.1	1
cluster_33	speciation	speciation	OG0007516	Yes	No	0.97195658891099	0.0187771774717899	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-149332-1.5	168	NA	NA	NA	Signal peptide	1	23	evm.contig-149332-1.5	1
cluster_33	speciation	speciation	OG0007516	Yes	No	0.97195658891099	0.0187771774717899	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-193065-1.1	198	NA	NA	NA	Chain	1	198	evm.contig-193065-1.1	1
cluster_33	speciation	speciation	OG0006702	Yes	No	1.03929421974568	0.0347933539181414	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-227141-1.1	385	NA	K08186;K11810;K08190;K08185;K08181	MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 9;MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 12;MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 14;MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 8;MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 4	Chain	1	385	evm.contig-227141-1.1	1
cluster_33	speciation	speciation	OG0006702	Yes	No	1.03929421974568	0.0347933539181414	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-4621-1.1	152	NA	K08186;K08181;K08190;K11810;K08185	MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 9;MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 4;MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 14;MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 12;MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 8	Chain	1	152	evm.contig-4621-1.1	1
cluster_33	speciation	speciation	OG0006702	Yes	No	1.03929421974568	0.0347933539181414	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-4621-1.2	240	NA	K08186;K11810;K08190;K08183;K08181	MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 9;MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 12;MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 14;MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 6;MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 4	Chain	1	240	evm.contig-4621-1.2	0
cluster_33	speciation	speciation	OG0006702	Yes	No	1.03929421974568	0.0347933539181414	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-71200-1.1	368	Major Facilitator Superfamily	K08186;K11810;K08190;K08185;K08181	MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 9;MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 12;MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 14;MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 8;MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 4	Chain	1	368	evm.contig-71200-1.1	1
cluster_33	speciation	speciation	OG0006702	Yes	No	1.03929421974568	0.0347933539181414	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-71226-1.1	208	NA	K08186;K11810;K08187;K08190;K08181	MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 9;MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 12;MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 10;MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 14;MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 4	Chain	1	208	evm.contig-71226-1.1	1
cluster_33	speciation	speciation	OG0006702	Yes	No	1.03929421974568	0.0347933539181414	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-88488-1.1	406	NA	K08186;K11810;K08190;K08181;K08187	MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 9;MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 12;MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 14;MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 4;MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 10	Chain	1	406	evm.contig-88488-1.1	1
cluster_33	speciation	speciation	OG0006702	Yes	No	1.03929421974568	0.0347933539181414	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-93012-1.1	239	NA	K11810;K08186;K08190;K08181;K08184	MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 12;MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 9;MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 14;MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 4;MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 7	Chain	1	239	evm.contig-93012-1.1	0
cluster_33	speciation	speciation	OG0012832	Yes	No	1.92262368703889	0.0479491471440026	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-114711-1.1	314	NA	K09115	MAX-binding protein	Chain	1	314	evm.contig-114711-1.1	0
cluster_33	speciation	speciation	OG0012877	Yes	No	1.92262368703889	0.0479491471440026	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-32275-1.5	1480	cassette subfamily C	K05666;K05665;K05670;K05673;K05674	ATP-binding cassette, subfamily C (CFTR/MRP), member 2;ATP-binding cassette, subfamily C (CFTR/MRP), member 1 [EC:7.6.2.3];ATP-binding cassette, subfamily C (CFTR/MRP), member 13;ATP-binding cassette, subfamily C (CFTR/MRP), member 4;ATP-binding cassette, subfamily C (CFTR/MRP), member 10	Chain	1	1480	evm.contig-32275-1.5	1
cluster_33	speciation	speciation	OG0007775	Yes	No	2.22563650378857	0.0282896759923189	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-140158-1.2	155	NA	NA	NA	Chain	1	155	evm.contig-140158-1.2	1
cluster_33	speciation	speciation	OG0007775	Yes	No	2.22563650378857	0.0282896759923189	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-14185-1.3	664	NA	K21954;K12478;K21347;K22804;K11499	FYVE and coiled-coil domain-containing protein 1;early endosome antigen 1;Tax1-binding protein 1;structural maintenance of chromosomes protein 6;centromere protein F	Chain	1	664	evm.contig-14185-1.3	1
cluster_33	speciation	speciation	OG0007775	Yes	No	2.22563650378857	0.0282896759923189	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-155404-1.1	173	NA	NA	NA	Signal peptide	1	23	evm.contig-155404-1.1	1
cluster_33	speciation	speciation	OG0007775	Yes	No	2.22563650378857	0.0282896759923189	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-20719-1.1	61	NA	NA	NA	Chain	1	61	evm.contig-20719-1.1	1
cluster_33	speciation	speciation	OG0007775	Yes	No	2.22563650378857	0.0282896759923189	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-213546-1.1	749	NA	K09291;K16487;K10421;K10352;K23368	nucleoprotein TPR;spindle assembly abnormal protein 6;CAP-Gly domain-containing linker protein 1;myosin heavy chain 9/10/11/14;thyroid receptor-interacting protein 11	Chain	1	749	evm.contig-213546-1.1	1
cluster_33	speciation	speciation	OG0007775	Yes	No	2.22563650378857	0.0282896759923189	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-22295-1.1	706	NA	K21954;K20283;K12478;K20282;K23368	FYVE and coiled-coil domain-containing protein 1;golgin subfamily A member 4;early endosome antigen 1;GRIP and coiled-coil domain-containing protein 2;thyroid receptor-interacting protein 11	Chain	1	706	evm.contig-22295-1.1	1
cluster_33	speciation	speciation	OG0007775	Yes	No	2.22563650378857	0.0282896759923189	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-33462-1.2	175	NA	K20045;K11548;K19533;K06674;K25138	intersectin;kinetochore protein Nuf2;synaptonemal complex protein 1;structural maintenance of chromosome 2;ankyrin repeat domain-containing protein 26	Chain	1	175	evm.contig-33462-1.2	1
cluster_33	speciation	speciation	OG0010705	Yes & Top 10% Coef.	No	2.80047004279654	0.0239969719887693	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-122457-1.4	489	NA	K23425;K13963;K13965;K13966;K04525	leukocyte elastase inhibitor;serpin B;serpin B8;serpin B11/12;serpin A	Chain	1	489	evm.contig-122457-1.4	1
cluster_33	speciation	speciation	OG0010705	Yes & Top 10% Coef.	No	2.80047004279654	0.0239969719887693	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-122462-1.1	368	NA	K13963;K23425;K04525;K13966;K13965	serpin B;leukocyte elastase inhibitor;serpin A;serpin B11/12;serpin B8	Chain	1	368	evm.contig-122462-1.1	1
cluster_33	speciation	speciation	OG0010705	Yes & Top 10% Coef.	No	2.80047004279654	0.0239969719887693	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-209206-1.1	273	NA	K23425;K09501;K13965;K16643;K13966	leukocyte elastase inhibitor;serpin peptidase inhibitor, clade H, member 1;serpin B8;glia-derived nexin;serpin B11/12	Chain	1	273	evm.contig-209206-1.1	1
cluster_33	speciation	speciation	OG0010705	Yes & Top 10% Coef.	No	2.80047004279654	0.0239969719887693	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-88778-1.2	305	NA	K13963;K23425;K13966;K13965;K04525	serpin B;leukocyte elastase inhibitor;serpin B11/12;serpin B8;serpin A	Chain	1	305	evm.contig-88778-1.2	0
cluster_33	speciation	speciation	OG0010258	Yes & Top 5% Coef.	No	2.82231757041634	0.0129452359617696	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-88907-1.1	197	NA	K08145;K14258;K03444;K08137;K08144	MFS transporter, SP family, solute carrier family 2 (facilitated glucose transporter), member 8;facilitated trehalose transporter;MFS transporter, SP family, ERD6-like sugar transporter;MFS transporter, SP family, galactose:H+ symporter;MFS transporter, SP family, solute carrier family 2 (facilitated glucose transporter), member 6	Chain	1	197	evm.contig-88907-1.1	1
cluster_40	speciation	speciation	OG0000143	Yes	No	0.153383982313783	0.0336559682941925	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-14258-1.1	205	nuclease activity	K23222;K16516	nuclease HARBI1 [EC:3.1.-.-];LysR family transcriptional regulator, regulator for genes of the gallate degradation pathway	Chain	1	205	evm.contig-14258-1.1	1
cluster_40	speciation	speciation	OG0000143	Yes	No	0.153383982313783	0.0336559682941925	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-17043-1.2	155	harbinger transposase derived 1	K23222;K24924;K07481	nuclease HARBI1 [EC:3.1.-.-];receptor-associated protein of the synapse;transposase, IS5 family	Chain	1	155	evm.contig-17043-1.2	1
cluster_40	speciation	speciation	OG0000143	Yes	No	0.153383982313783	0.0336559682941925	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-229275-1.1	58	NA	K23222	nuclease HARBI1 [EC:3.1.-.-]	Chain	1	58	evm.contig-229275-1.1	1
cluster_40	speciation	speciation	OG0000143	Yes	No	0.153383982313783	0.0336559682941925	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-26229-1.2	246	Plant transposon protein	K23222;K24924;K07481;K07492;K08526	nuclease HARBI1 [EC:3.1.-.-];receptor-associated protein of the synapse;transposase, IS5 family;putative transposase;retinoid X receptor gamma	Chain	1	246	evm.contig-26229-1.2	0
cluster_40	speciation	speciation	OG0000143	Yes	No	0.153383982313783	0.0336559682941925	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-26559-1.3	203	disease resistance protein	K23222;K24924;K07481	nuclease HARBI1 [EC:3.1.-.-];receptor-associated protein of the synapse;transposase, IS5 family	Chain	1	203	evm.contig-26559-1.3	0
cluster_40	speciation	speciation	OG0000143	Yes	No	0.153383982313783	0.0336559682941925	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-28683-1.2	75	DDE superfamily endonuclease	K23222	nuclease HARBI1 [EC:3.1.-.-]	Chain	1	75	evm.contig-28683-1.2	1
cluster_40	speciation	speciation	OG0000143	Yes	No	0.153383982313783	0.0336559682941925	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-32025-1.2	56	NA	K23222	nuclease HARBI1 [EC:3.1.-.-]	Chain	1	56	evm.contig-32025-1.2	1
cluster_40	speciation	speciation	OG0000143	Yes	No	0.153383982313783	0.0336559682941925	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-38790-1.1	111	nuclease activity	K23222;K24321;K25319;K24320;K24323	nuclease HARBI1 [EC:3.1.-.-];New World clade B/D arenavirus glycoprotein;Old World arenavirus glycoprotein GP2;Old World arenavirus glycoprotein;New World clade C arenavirus glycoprotein	Chain	1	111	evm.contig-38790-1.1	1
cluster_40	speciation	speciation	OG0000143	Yes	No	0.153383982313783	0.0336559682941925	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-48605-1.1	173	Plant transposon protein	K23222;K07481;K24924	nuclease HARBI1 [EC:3.1.-.-];transposase, IS5 family;receptor-associated protein of the synapse	Chain	1	173	evm.contig-48605-1.1	1
