X1,X2,leiden_cluster_id,walktrap6_cluster_id,infomap_cluster_id,walktrap4_cluster_id,walktrap2_cluster_id,protein_name,best_gos,second_best_gos
OG0000838,-9.07161455824255,-9.03052139880974,30,72,53,119,1679,None,None,NA
OG0000840,-2.80374413206457,-3.81456882360299,4,115,30,33,1680,Regulator of microtubule dynamics protein 2,GO:0005737; GO:0005739; GO:0005876; GO:0008017; GO:0097431 (95),NA
OG0000841,-12.2060926504362,-4.34184480312188,20,16,271,243,194,Protein disulfide-isomerase,GO:0003756; GO:0005788 (52),GO:0003756; GO:0005783; GO:0005788; GO:0006457; GO:0016757; GO:0034976 (29)
OG0000842,-4.07356911375402,-3.43485904338677,4,215,276,922,1681,Ribosomal protein L31, putative,GO:0004715; GO:0005840; GO:0007189; GO:0007190; GO:0008528; GO:0009755; GO:0016020; GO:0016500 (31),GO:0004930; GO:0005886; GO:0016500 (21)
OG0000843,-0.766335184119929,-2.40697777870019,11,483,277,923,1682,RNA helicase,GO:0003723; GO:0005737; GO:0032574 (63),GO:0004386; GO:0005737; GO:0006508; GO:0030145; GO:0070006 (32)
OG0000844,-8.26018696501135,-3.00847337248643,52,123,153,190,1683,CUB domain-containing protein,GO:0016020 (95),NA
OG0000845,5.81092757508875,-0.0881059229644081,34,295,278,144,1684,Cysteine protease,GO:0005737; GO:0006508; GO:0006914; GO:0015031; GO:0019786 (93),GO:0005737; GO:0006508; GO:0006914; GO:0015031; GO:0016020; GO:0019786 (1)
OG0000846,-2.41413717939733,-10.5222530424865,27,27,44,164,1685,Eukaryotic translation initiation factor 4 gamma 3,GO:0003723; GO:0003743; GO:0005778; GO:0046872 (95),NA
OG0000847,2.13320798204065,-7.18152189853509,8,484,25,924,1686,None,None,NA
OG0000848,-4.98790555670141,7.45270728466194,9,60,31,3,1687,Ammonium transporter,GO:0005886; GO:0008519; GO:0072488; GO:0097272 (53),GO:0004252; GO:0006508; GO:0008519; GO:0016020; GO:0072488; GO:0097272 (18)
OG0000849,5.63402194306971,1.22163295147102,35,41,114,225,211,None,None,NA
OG0000851,-2.3216194160211,-5.43595314624627,10,109,77,66,1688,Sodium/glucose cotransporter 4,GO:0016020; GO:0022857 (94),NA
OG0000852,-2.39799951984762,-3.83143967988808,4,159,162,227,1689,cysteine--tRNA ligase,GO:0004817; GO:0005524; GO:0005737; GO:0006423; GO:0016491; GO:0046872; GO:0140662 (34),GO:0004817; GO:0005524; GO:0005737; GO:0006423; GO:0046872 (28)
OG0000853,-4.02006464674353,-6.296944385794,4,119,5,925,1690,Transcription initiation factor IIF, auxiliary subunit, putative,GO:0003743; GO:0005634; GO:0006338; GO:0006357; GO:0016573; GO:0035267; GO:0042393 (77),GO:0005634; GO:0006355 (10)
OG0000854,-4.54031091406225,0.542700284692452,26,98,74,202,1691,Equilibrative nucleoside transporter 3,GO:0005337; GO:0016020 (86),GO:0016020 (8)
OG0000855,-4.79208617880224,-16.991667753485,25,138,42,25,1692,Na+/K+ ATPase, beta subunit, putative,GO:0001671; GO:0005890; GO:0006883; GO:0030007; GO:0036376; GO:1990573 (60),GO:0005890; GO:0006813; GO:0006814 (34)
OG0000856,-12.3515737600553,-4.31373918655236,20,16,246,346,15,Aspartate aminotransferase,GO:0004069; GO:0006520; GO:0009058; GO:0030170 (48),GO:0004069; GO:0005829; GO:0006532; GO:0030170 (18)
OG0000857,-3.93928390219091,2.90363501903693,29,285,279,442,1693,Elongation factor 1 beta/delta chain, putative,GO:0003746; GO:0005085; GO:0005829; GO:0005853; GO:0006414 (67),GO:0003746; GO:0005853 (25)
OG0000858,-3.47479885294317,6.87704276439826,43,485,260,926,1694,None,None,NA
OG0000859,-0.979003543399561,0.273333305093453,45,289,80,291,1695,None,None,NA
OG0000860,-10.1936414785612,1.58944081661384,29,169,196,153,1696,None,None,NA
OG0000861,-0.647295767806757,-3.84704691770394,7,3,12,155,1697,Clathrin heavy chain,GO:0005198; GO:0006886; GO:0016192; GO:0030130; GO:0030132; GO:0032051; GO:0071439 (35),GO:0005198; GO:0006886; GO:0016192; GO:0030130; GO:0030132 (34)
OG0000862,-4.204885060333,-6.43193102481682,4,39,57,499,1698,Polycystic kidney disease protein 1-like protein 2-like protein,GO:0005509; GO:0005929; GO:0016020 (34),GO:0001822; GO:0016020 (17)
OG0000863,4.52456397340418,2.68602322933357,56,8,211,431,1699,TRAF-type domain-containing protein,GO:0005164; GO:0008270; GO:0009898; GO:0031625; GO:0043122; GO:0046330 (49),GO:0008270; GO:0031625; GO:0033209; GO:0043122; GO:0046330; GO:0070534 (44)
OG0000864,-9.05318527891516,-9.57370472553094,30,24,258,119,1700,Catalase,GO:0004096; GO:0006979; GO:0020037; GO:0042744; GO:0046872 (90),GO:0004096; GO:0006979; GO:0020037; GO:0042744 (2)
OG0000865,0.531166260696661,-4.32097519042809,47,57,280,315,1701,AB hydrolase-1 domain-containing protein,GO:0016787 (81),GO:0016020 (12)
OG0000866,-3.89549070074438,-6.29871702792962,4,486,5,927,1702,Transmembrane protein-like,GO:0016020 (93),NA
OG0000867,3.41541833207728,2.4146890580384,32,7,281,107,32,Disks large 1 tumor suppressor protein,GO:0005886; GO:0030054 (93),NA
OG0000868,-5.48233705236791,-1.61774433257897,4,159,282,227,1703,Phosphatidylinositol 3-kinase catalytic subunit, putative,GO:0004298; GO:0005524; GO:0005634; GO:0005737; GO:0005839; GO:0016301; GO:0016310; GO:0046854; GO:0048015; GO:0051603 (41),GO:0005737; GO:0005886; GO:0005942; GO:0014065; GO:0016303; GO:0016310; GO:0035005; GO:0036092; GO:0046934; GO:0052812 (33)
OG0000869,-8.39320831968664,-7.28844452503045,44,141,53,249,1704,Double-stranded RNA-specific editase B2, putative,GO:0003725; GO:0003726; GO:0005730; GO:0005737; GO:0006382; GO:0006396; GO:0008251 (79),GO:0003723; GO:0004000; GO:0006396 (14)
OG0000870,2.88565844819666,6.42646788952033,42,7,101,260,1705,poly(A)-specific ribonuclease,GO:0000932; GO:0003676; GO:0004535; GO:0005634; GO:0030015; GO:0043928 (69),GO:0003676; GO:0004535; GO:0005634; GO:0006402; GO:0030014 (18)
OG0000871,-4.77569704725622,-13.8778925001891,36,71,128,126,1706,Adenosylhomocysteinase,GO:0006730; GO:0016787 (49),GO:0004013; GO:0006730 (25)
OG0000872,3.01991385743738,1.48037623760383,32,7,118,62,1707,Carbon-nitrogen hydrolase, putative,GO:0006807; GO:0017159; GO:0110165 (44),GO:0004519; GO:0005634; GO:0006302; GO:0030145 (29)
OG0000873,3.12599009797693,2.10619830486457,32,159,89,227,1708,Acetyltransferase component of pyruvate dehydrogenase complex,GO:0004742; GO:0005739; GO:0006086; GO:0045254 (28),GO:0006086; GO:0016746; GO:0045254 (27)
OG0000874,-2.4270353265035,-10.4462766707214,27,27,44,164,1709,Potassium channel domain-containing protein,GO:0005267; GO:0016020 (52),GO:0015271; GO:0016020; GO:0022841; GO:0030322; GO:0071805 (41)
OG0000875,1.12413424775721,-0.510063415792777,11,101,142,127,1710,Pericentrin/AKAP-450 centrosomal targeting domain-containing protein,GO:0005737; GO:0005815; GO:0007165; GO:0060090 (1),NA
OG0000876,0.227871363617193,-7.59081507327874,31,5,107,111,1711,E1 ubiquitin-activating enzyme,GO:0004839; GO:0005524; GO:0005634; GO:0005737; GO:0006511; GO:0006974; GO:0016567 (73),GO:0004839; GO:0005524 (10)
OG0000877,-2.4927040882337,-6.30649638774712,10,71,38,142,1712,Abhydrolase domain-containing protein, putative,GO:0004622; GO:0005789; GO:0006660; GO:0047372; GO:0052651 (93),NA
OG0000878,-0.586732084296931,-2.408516651419,11,101,142,127,1713,Mothers against decapentaplegic homolog (MAD homolog) (Mothers against DPP homolog) (SMAD family member),GO:0005634; GO:0005667; GO:0005737; GO:0006355; GO:0009791; GO:0046872; GO:0050793; GO:0051239 (65),GO:0000978; GO:0000981; GO:0005737; GO:0006357; GO:0009653; GO:0009791; GO:0030154; GO:0030509; GO:0046872; GO:0050793; GO:0051239; GO:0060395; GO:0070411; GO:0071144 (27)
OG0000879,1.92184395120264,-7.30815935733636,8,70,13,203,1714,Serine proteinase inhibitor, putative (Serine proteinase inhibitor, putative (Fragment)),None,NA
OG0000880,-1.28977465107321,2.590906137201,8,487,116,928,1715,None,None,NA
OG0000882,-7.25774412824987,-4.77878404262383,4,95,8,929,1716,Putative UDP N-acetylglucosamine transporter-like protein,GO:0000139; GO:0008643; GO:0015165 (93),NA
OG0000883,-12.4049099035489,-4.4409109413894,20,16,246,346,15,propionyl-CoA carboxylase,GO:0004658; GO:0005524; GO:0005739; GO:0016042; GO:0046872 (55),GO:0004658; GO:0005524; GO:0016042; GO:0046872 (18)
OG0000884,5.61574763581873,1.25574302074592,35,41,114,225,1717,None,None,NA
OG0000885,9.87640589997889,5.28193091747444,33,93,283,97,1718,None,None,NA
OG0000886,-0.432408983253229,-2.37442672851403,11,101,139,360,1719,receptor protein-tyrosine kinase,GO:0000003; GO:0004714; GO:0005524; GO:0006468; GO:0007169; GO:0008284; GO:0009925; GO:0016787; GO:0022008; GO:0033674; GO:0038127; GO:0043066; GO:0043235 (48),GO:0016020; GO:0016301; GO:0016310 (11)
OG0000887,-4.56703191473364,0.877549165460275,26,146,106,237,1720,Short-chain dehydrogenase, putative,GO:0005739; GO:0005777; GO:0033814; GO:0050038; GO:0050632 (92),NA
OG0000888,-8.45365315153478,-3.13233694660385,52,123,208,350,1721,Anion exchange protein, putative,GO:0005452; GO:0005886; GO:0006820; GO:0016323; GO:0022857; GO:0050801; GO:0055085 (48),GO:0005452; GO:0006820; GO:0016020 (44)
OG0000889,-7.33009510710119,1.84413337108772,58,316,223,505,1722,Actin interacting protein 3-like protein,GO:0110165 (87),NA
OG0000890,-2.83395933582662,8.27564143535774,38,168,170,81,1723,None,GO:0016020 (92),NA
OG0000891,-2.313064778589,-5.33652544620354,10,488,284,930,1724,Serine/threonine protein kinase, putative,GO:0004674; GO:0005524; GO:0006468 (41),GO:0004674; GO:0004698; GO:0005524; GO:0018105; GO:0035556 (38)
OG0000892,-6.09569578840612,-6.57802653911431,13,52,83,931,1725,Tropomyosin,GO:0005884; GO:0006936; GO:0007015; GO:0016020; GO:0051015 (92),NA
OG0000893,1.19148392007471,7.13734816906135,45,144,157,238,1726,None,None,NA
OG0000894,-5.05232625677465,7.5247497498719,9,60,81,3,740,BHLH domain-containing protein,GO:0000977; GO:0000981; GO:0045944; GO:0046983; GO:0090575 (91),GO:0046983 (1)
OG0000895,0.609739010788213,0.31196689006965,4,134,285,29,1727,BK channel,GO:0005267; GO:0016020 (89),GO:0004672; GO:0005267; GO:0005524; GO:0006468; GO:0016020 (3)
OG0000896,-5.75372057630895,6.11154555675666,43,10,155,170,1728,NHL repeat-containing E3 ubiquitin protein ligase 1-like protein,GO:0008757; GO:0032259 (92),NA
OG0000898,-7.05437069609045,-4.73941743972619,4,208,8,932,1729,VEGF183 protein, putative,GO:0005615; GO:0008083; GO:0008284; GO:0016020; GO:0031954; GO:0070851 (69),GO:0008083; GO:0016020 (22)
OG0000899,-7.13127117826818,-4.91085446479638,4,489,8,933,1730,Cytochrome b5 heme-binding domain-containing protein,GO:0020037; GO:0046872 (37),GO:0016020; GO:0020037; GO:0046872 (31)
OG0000900,-4.76064472868322,-1.47033274772485,41,79,182,79,1731,Huntingtin,GO:0005634; GO:0005737 (80),GO:0005634; GO:0005737; GO:0006480; GO:0008168 (6)
OG0000901,-9.64794140531896,9.17081164714973,6,140,11,102,1732,Major facilitator superfamily (MFS) profile domain-containing protein,GO:0016020; GO:0022857 (63),GO:0005277; GO:0007268; GO:0030121; GO:0030122; GO:0042910; GO:0043195 (14)
OG0000902,-3.23272114469885,3.47854756710212,53,248,286,113,1733,None,None,NA
OG0000903,-5.97134953215002,5.93973826763313,43,272,233,28,1734,None,None,NA
OG0000904,-10.6631753988492,-5.84819865825494,21,127,54,269,1735,Farnesyl pyrophosphate synthase,GO:0008299; GO:0016765; GO:0042811 (39),GO:0004161; GO:0004337; GO:0005737; GO:0042811; GO:0045337 (33)
OG0000905,-2.43997585251211,-10.422907358435,27,27,44,164,1736,EGF-like domain-containing protein,GO:0005509; GO:0016020 (85),GO:0005509; GO:0016020; GO:0031514 (5)
OG0000906,1.59759015367151,2.46594571468513,22,65,239,143,1737,U1 small nuclear ribonucleoprotein 70 kDa,GO:0000398; GO:0003729; GO:0005689; GO:0017069 (33),GO:0000398; GO:0003729; GO:0005685; GO:0030619; GO:0071004 (31)
OG0000907,0.186165993667852,-7.91168261173089,31,75,82,425,1738,E3 ubiquitin-protein ligase,GO:0005737; GO:0006511; GO:0008270; GO:0016567; GO:0016740; GO:0016874 (42),GO:0005737; GO:0008270; GO:0016567; GO:0031624; GO:0043161; GO:0061630 (30)
OG0000908,-2.69568377210974,8.13262938854377,38,168,287,81,1739,CNDP dipeptidase, putative,GO:0006508; GO:0046872; GO:0070573 (52),GO:0006508; GO:0008233; GO:0009014; GO:0046872; GO:0070573 (34)
OG0000909,-4.21812086775183,0.341723674508736,26,72,241,31,1740,methenyltetrahydrofolate cyclohydrolase,GO:0004477; GO:0004488; GO:0006730 (46),GO:0004329; GO:0005524; GO:0035999 (21)
OG0000910,3.47529811189295,1.68294476864021,32,59,100,107,1741,Pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial,GO:0016491 (55),GO:0005737; GO:0005739; GO:0005759; GO:0016491 (36)
OG0000911,5.57805651948572,1.33672093746345,35,41,114,288,1742,None,None,NA
OG0000912,-2.245272631191,-5.44052482250054,10,109,77,66,1743,Helicase ATP-binding domain-containing protein,GO:0003677; GO:0003678; GO:0005524; GO:0005634; GO:0006281; GO:0016818 (53),GO:0003677; GO:0003678; GO:0005524; GO:0005634; GO:0006289; GO:0016818; GO:1990918 (31)
OG0000913,-4.87926321699499,5.28054427501838,16,86,29,124,1744,None,None,NA
OG0000914,3.72992772386194,2.77659940120857,32,7,158,104,2,tRNA (uracil(54)-C(5))-methyltransferase,GO:0006396; GO:0008173 (49),GO:0003723; GO:0006396; GO:0008173 (35)
OG0000915,-1.92066613248764,-5.44658756854851,10,109,77,255,1745,Talin,GO:0001726; GO:0005200; GO:0005737; GO:0005856; GO:0005925; GO:0007155; GO:0048731; GO:0051015 (89),GO:0001726; GO:0005200; GO:0005737; GO:0005856; GO:0005925; GO:0007155; GO:0051015 (1)
OG0000916,-12.5081232137906,-4.2895608008178,20,80,226,342,1746,Pre-mRNA cleavage complex 2 protein Pcf11,GO:0000993; GO:0003729; GO:0006369; GO:0006378; GO:0035091; GO:0043130 (51),GO:0000993; GO:0003729; GO:0006369; GO:0006378 (39)
OG0000917,10.1016408853305,5.93371295330207,13,67,148,429,1747,Myogenesis-regulating glycosidase-like,GO:0004553; GO:0005975; GO:0016020 (47),GO:0004553; GO:0005975 (43)
OG0000918,-6.30493527128576,0.885384553643868,8,65,288,143,1748,Proton channel OtopLc,GO:0005886; GO:0015252; GO:1902600 (61),GO:0005886; GO:0015252 (29)
OG0000919,-4.85785442068457,-17.161459928778,25,138,42,25,1749,RRM domain-containing protein,GO:0003723 (50),GO:0003723; GO:0005634; GO:0006355 (40)
OG0000920,-12.0667675085294,-4.69911146762688,19,202,35,205,1750,Laminin subunit alpha-like protein,GO:0005102; GO:0005604; GO:0007155; GO:0030155; GO:0030334; GO:0045995 (31),GO:0004714; GO:0005604; GO:0009887; GO:0009888 (30)
OG0000921,-3.87561946585058,-4.9807548582824,4,165,45,241,1751,Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial,GO:0000287; GO:0004775; GO:0005524; GO:0005739; GO:0006099 (31),GO:0000287; GO:0004776; GO:0005524; GO:0005525; GO:0005739; GO:0006099; GO:0006104; GO:0042709 (28)
OG0000922,6.47327441499354,0.877879136773751,62,8,136,98,842,WD repeat and FYVE domain-containing protein 3,GO:0046872 (88),NA
OG0000923,-5.2555921621549,-13.6051912367614,36,69,163,250,1752,CBS domain-containing protein,GO:0016301; GO:0016310 (90),NA
OG0000924,-3.93612724020361,-4.91884232166131,4,31,45,421,1753,Zinc transporter, putative,GO:0016020; GO:0046873 (90),NA
OG0000925,-9.06612616255163,-9.54210615756829,4,490,58,934,1754,GRAM domain-containing protein,GO:0005789; GO:0044232 (70),GO:0016020 (19)
OG0000926,-7.00923042967199,-4.78885198238213,4,37,8,935,1755,Ras-associating domain-containing protein,GO:0007165 (88),NA
OG0000927,-4.04461937620519,-3.4765939474376,4,491,60,936,1756,Glypican-6,GO:0005886; GO:0009966; GO:0062023; GO:0098552 (75),GO:0005886; GO:0009986; GO:0016477; GO:0062023; GO:0090263; GO:0098552; GO:1905475 (15)
OG0000928,-0.660237485908259,-0.459136730459525,28,90,50,146,1757,None,None,NA
OG0000929,-6.66893082334875,-6.55766630771477,13,492,148,937,1758,Ferric-chelate reductase 1,GO:0016020; GO:0016491; GO:0046872 (89),GO:0016020; GO:0140575 (1)
OG0000930,-2.22733661010145,-5.67732191684563,10,109,77,66,1759,GPI ethanolamine phosphate transferase 2,GO:0005789; GO:0006506; GO:0051377 (63),GO:0005789; GO:0006506; GO:0051267 (27)
OG0000931,4.84157056138636,2.75213527080695,56,8,211,431,1760,Protein-tyrosine-phosphatase,GO:0004725; GO:0006470; GO:0016020; GO:0048666 (68),GO:0004725; GO:0006470; GO:0016740; GO:0048666 (20)
OG0000932,3.72877520845057,-0.689857488897636,51,76,248,58,275,RNA helicase,GO:0003676; GO:0003724; GO:0005524; GO:0016787 (32),GO:0003723; GO:0004386; GO:0005524; GO:0016787 (30)
OG0000933,2.56902283952356,-1.60035789611657,39,63,289,211,78,Developmentally-regulated GTP-binding protein 2-like protein,GO:0003924; GO:0005525 (89),NA
OG0000934,2.03347224519373,2.33243512508552,22,65,239,197,427,ADP-ribosylation factor-like protein 3,GO:0003924; GO:0005525; GO:0016192; GO:0051649 (71),GO:0003924; GO:0005525; GO:0005737; GO:0015630; GO:0016192; GO:0051649; GO:0060271 (18)
OG0000935,-12.3291023321378,-4.36110568645318,20,16,271,243,1761,RAVE complex protein Rav1 C-terminal domain-containing protein,None,NA
OG0000936,-0.4107732124555,-0.533738857534721,28,63,290,242,1762,Poly(ADP-ribose) polymerase pme-5-like protein,GO:0005576; GO:0005886; GO:0006887; GO:0044218; GO:0044231; GO:0090729 (63),GO:0003950; GO:0005576; GO:0005634; GO:0005886; GO:0006887; GO:0016779; GO:0044218; GO:0044231; GO:0090729 (23)
OG0000937,-5.66261153890966,2.38718985912483,61,18,291,163,489,ELAV-like protein 2,GO:0003723; GO:1990904 (89),NA
OG0000938,-5.20267611219763,1.78394078609626,63,107,292,394,146,SAM domain-containing protein,GO:0005576; GO:0005886; GO:0006887; GO:0044218; GO:0044231; GO:0090729 (88),NA
OG0000939,3.31753415391565,2.23823022243659,32,59,89,107,717,Protein unc-80-like,None,NA
OG0000940,-3.9593926019895,-3.63242042663415,4,230,58,145,1763,Ras-related protein Rab,GO:0003924; GO:0005525; GO:0005802; GO:0016020; GO:0016192; GO:0031982 (59),GO:0003924; GO:0005525; GO:0005739; GO:0005802; GO:0006886; GO:0012505; GO:0016020; GO:0016192; GO:0031982; GO:0032438 (29)
OG0000941,-4.57711797430395,-8.30814695957024,3,83,22,13,1764,Uridine phosphorylase,GO:0004850; GO:0005737; GO:0009164; GO:0009166; GO:0044206 (64),GO:0004850; GO:0005737; GO:0009116; GO:0009166 (24)
OG0000942,-2.60716098024725,-7.45427942874749,5,108,7,101,1765,Dual specificity protein phosphatase,GO:0004725; GO:0006470; GO:0008138; GO:0017018 (32),GO:0006470; GO:0008138 (17)
OG0000943,-4.08915739729284,-3.52981499436219,4,230,58,294,1766,Ancient conserved domain protein (Ancient conserved domain protein (Fragment)),GO:0005886; GO:0010960; GO:0022857 (65),GO:0010960; GO:0016020 (23)
OG0000944,-2.46348291113256,-1.83624208572228,28,58,46,464,1767,Protein MON2-like,GO:0015031 (88),NA
OG0000945,-8.72617130949377,-8.52043676975091,30,154,38,938,1768,Glycosyltransferase family 92 protein,GO:0016020; GO:0016757 (88),NA
OG0000946,-5.5729179926145,-3.19913871067484,10,81,74,223,1769,Molecular chaperone, putative,GO:0005524; GO:0005737; GO:0005829; GO:0009408; GO:0016020; GO:0030544; GO:0042026; GO:0046872; GO:0051082; GO:0051087 (60),GO:0005524; GO:0006457; GO:0009408; GO:0016020; GO:0030544; GO:0046872; GO:0051082 (20)
OG0000947,-4.11596828176855,-3.38321404757817,4,230,58,145,1770,Ocellar opsin-like protein,GO:0004930; GO:0007601; GO:0007602; GO:0009881; GO:0016020 (50),GO:0016020 (26)
OG0000948,-3.11825566961645,3.48441409465949,53,248,286,113,843,CID domain-containing protein,None,NA
OG0000949,-5.83174257948278,-5.29495573642571,1,170,49,267,1771,Arrestin C-terminal-like domain-containing protein,GO:0007165 (62),GO:0001664; GO:0002031; GO:0005737; GO:0007165 (15)
OG0000950,3.66539258287073,1.96210097667854,14,7,229,107,664,Alkylated DNA repair protein alkB homolog 8,GO:0000049; GO:0002098; GO:0005634; GO:0005737; GO:0030488; GO:0106335 (86),NA
OG0000951,2.10181779191614,-6.80680513980706,8,493,59,939,1772,None,None,NA
OG0000952,0.491303389526617,3.64242410061042,18,68,41,57,36,Disks large-associated protein, putative,GO:0023052; GO:0060090; GO:0098962; GO:0098978; GO:0099572 (87),NA
OG0000953,2.12531680390955,1.47304009792487,15,65,173,399,1773,DNA repair protein RAD51 homolog,GO:0000150; GO:0000730; GO:0000794; GO:0003690; GO:0003697; GO:0003908; GO:0005524; GO:0006312; GO:0007131; GO:0008094; GO:0032259; GO:0042148; GO:0070192; GO:0140664 (26),GO:0000150; GO:0000730; GO:0000794; GO:0003690; GO:0003697; GO:0005524; GO:0006312; GO:0007131; GO:0008094; GO:0016740; GO:0042148; GO:0070192; GO:0140664; GO:1990426 (22)
OG0000954,-4.55718737318395,1.06789397594611,26,146,106,237,1774,mRNA-capping enzyme [Includes: mRNA 5'-triphosphate monophosphatase,GO:0004484; GO:0004651; GO:0005524; GO:0005525; GO:0005634; GO:0006370; GO:0006470; GO:0008138; GO:0140818 (45),GO:0008138; GO:0016311 (38)
OG0000955,10.2038881234896,0.93669604656379,50,76,257,58,4,WD repeat domain phosphoinositide-interacting protein 3-like protein,None,NA
OG0000956,-2.77157967760443,-3.69403899314721,4,115,162,391,1775,Structural maintenance of chromosomes protein,GO:0005524; GO:0005634; GO:0005694; GO:0016887; GO:0051276; GO:0051301 (79),GO:0005524; GO:0005634; GO:0005694; GO:0016887; GO:0051276 (6)
OG0000957,0.202995245910894,8.9768285691468,59,7,293,107,36,None,None,NA
OG0000958,7.98709983155848,-0.727952724722221,14,134,294,29,65,protein disulfide-isomerase,GO:0003756; GO:0005783; GO:0006457 (38),GO:0003756 (26)
OG0000959,-10.2672994680631,-5.47207499149163,21,179,161,136,1776,ER-bound oxygenase mpaB/mpaB'/Rubber oxygenase catalytic domain-containing protein,GO:0016491 (80),GO:0016020; GO:0016491 (7)
OG0000960,-5.43837338163732,-3.21427192020138,10,81,74,38,1777,Transmembrane 9 superfamily member,GO:0016020 (87),NA
OG0000961,0.928069298721563,-4.38680148723443,47,131,143,62,203,UDP-glucose 4-epimerase,GO:0003974; GO:0003978; GO:0005829; GO:0033499 (51),GO:0003974; GO:0003978; GO:0006012 (19)
OG0000962,-3.82200687601446,0.70715093013923,37,43,273,191,1778,Protein kinase domain-containing protein,GO:0004674; GO:0005524; GO:0006468 (30),GO:0004672; GO:0005524; GO:0006468 (24)
OG0000963,-4.75245862676977,-13.8923645079406,36,71,128,126,193,tRNA N(3)-methylcytidine methyltransferase,GO:0008173 (55),GO:0052735 (32)
OG0000964,-2.49361717178701,-10.4454655707153,27,302,234,940,1779,Troponin I-like,GO:0005861 (87),NA
OG0000965,-0.875769073508967,-2.29390770795663,11,196,277,162,1780,alpha-amylase,GO:0004556; GO:0005975; GO:0046872 (48),GO:0004556; GO:0005615; GO:0005975; GO:0046872 (28)
OG0000966,7.05407447145106,4.99557589885871,53,248,286,113,1781,MAP kinase-activating death domain protein,GO:0005085; GO:0005829; GO:0005886; GO:0006915; GO:0016301; GO:0016310; GO:0032483; GO:0042981 (68),GO:0005737; GO:0005886; GO:0006915 (11)
OG0000967,-3.03496103956579,8.1068973481385,55,5,295,488,1782,ABC transporter, putative,GO:0005319; GO:0005524; GO:0006869; GO:0016020; GO:0016787; GO:0042626; GO:0043231; GO:0140359 (87),NA
OG0000968,3.32206792161585,0.874374383660958,15,1,118,466,1783,L-xylulose reductase-like protein,GO:0016491 (85),GO:0004222; GO:0006508; GO:0008270; GO:0016491; GO:0031012 (1)
OG0000969,-4.89559846594213,-17.1038532316955,25,283,42,114,1784,Moesin/ezrin/radixin homolog 1,GO:0003779; GO:0005198; GO:0005856; GO:0005912; GO:0048731 (42),GO:0003779; GO:0005198; GO:0005856; GO:0005886; GO:0005912; GO:0031032; GO:0048731 (34)
OG0000970,0.895195906616461,1.46266793605964,37,43,175,191,1785,RNA binding protein fox-1 homolog,GO:0000381; GO:0003729; GO:0005634; GO:0005737; GO:0006397; GO:0007399; GO:0008380 (46),GO:0000381; GO:0003723; GO:0005634; GO:0007399 (40)
OG0000971,-4.17048245146154,-6.34103513362725,4,39,5,941,1786,C2H2-type domain-containing protein,None,NA
OG0000972,-2.75984978153585,-1.87162066104729,28,58,46,51,1787,Rho guanine nucleotide exchange factor 12-like,GO:0005085; GO:0005737; GO:0016020 (47),GO:0005737 (32)
OG0000973,-2.43105893804907,0.100557559701608,4,124,61,71,1788,None,None,NA
OG0000974,-2.30855109765409,0.400941604348824,4,162,296,45,1789,maleylacetoacetate isomerase,GO:0004364; GO:0005739; GO:0006559; GO:0006572; GO:0006749; GO:0016034 (68),GO:0005737; GO:0006559; GO:0006572; GO:0016034 (9)
OG0000975,-4.30931096746801,-3.69592345359643,13,89,30,942,1790,Feline leukemia virus subgroup C receptor-related protein 2-like,GO:0016020 (86),NA
OG0000976,-3.6909051485288,-4.64261508586724,4,65,297,943,1791,Alcohol dehydrogenase-like C-terminal domain-containing protein,GO:0008270; GO:0016491 (54),GO:0003960; GO:0008270; GO:0036132 (32)
OG0000977,-4.57140665724157,7.21222876903694,9,200,84,32,1792,Presenilin,GO:0000139; GO:0004175; GO:0004190; GO:0005634; GO:0005743; GO:0005765; GO:0005789; GO:0005938; GO:0006509; GO:0006816; GO:0007219; GO:0007220; GO:0009986; GO:0016324; GO:0016485; GO:0030018; GO:0030426; GO:0031594; GO:0035253; GO:0042987; GO:0043025; GO:0043066; GO:0043198; GO:0045121; GO:0048471; GO:0050435 (53),GO:0000139; GO:0004190; GO:0005789; GO:0007219; GO:0016485 (27)
OG0000978,-4.15403943731665,-3.55476388933976,4,230,58,145,1793,Mitochondrial saccharopine dehydrogenase-like oxidoreductase,GO:0016491 (86),NA
OG0000979,-3.97981053068518,1.88448619243781,53,277,298,944,1794,Protein kinase domain-containing protein,GO:0004672; GO:0005524; GO:0006468; GO:0016042; GO:0016787 (58),GO:0016020; GO:0016042; GO:0016787 (21)
OG0000980,-4.87312823011755,-17.0376663267883,25,138,42,25,1795,Cell cycle control protein 50A,GO:0016020; GO:0033036 (86),NA
OG0000981,6.05138510987879,2.16090964672248,18,7,117,75,706,Glycine rich secreted cement protein, putative,GO:0004252; GO:0005587; GO:0005615; GO:0016020; GO:0030020; GO:0030198; GO:0048856; GO:0062023 (35),GO:0004252; GO:0005581; GO:0005604; GO:0005615; GO:0016020; GO:0030020; GO:0030198; GO:0048856 (31)
OG0000982,-4.19768076612829,-1.51232112052758,41,79,182,79,1796,acetyl-CoA carboxylase,GO:0003989; GO:0005524; GO:0006633; GO:0046872; GO:2001295 (74),GO:0003989; GO:0005524; GO:0006633; GO:0046872 (7)
