X1,X2,leiden_cluster_id,walktrap6_cluster_id,walktrap4_cluster_id,infomap_cluster_id,walktrap2_cluster_id,protein_name,best_gos,second_best_gos
OG0001336,-12.7445243265465,-0.163481445235794,10,47,552,243,314,Transcription elongation factor spt6,GO:0003676; GO:0006368; GO:0008023; GO:0031491; GO:0032968; GO:0034728; GO:0042393 (48),GO:0003677; GO:0003746; GO:0005634; GO:0006351; GO:0032968 (11)
OG0001337,-8.92819913886341,-2.4204322706886,39,300,68,487,1916,G-protein coupled receptors family 1 profile domain-containing protein,GO:0005886; GO:0007189; GO:0007190; GO:0008528; GO:0009755 (54),GO:0004930; GO:0005886 (11)
OG0001338,-3.01901706717762,3.73530200012248,5,43,31,21,1917,Glyoxylate/hydroxypyruvate reductase, putative,GO:0005829; GO:0008465; GO:0016618; GO:0030267; GO:0047964; GO:0051287 (47),GO:0003777; GO:0005524; GO:0007018; GO:0008017; GO:0015630; GO:0016616; GO:0051287 (13)
OG0001339,1.39362469650952,11.2256970692448,32,22,139,488,1918,None,None,NA
OG0001340,-11.2863620188073,11.3441043186955,66,59,120,356,1919,Cytokine receptor,GO:0016020 (71),NA
OG0001341,4.97088590599743,-9.99642559997517,68,71,300,479,1920,Fibropellin-1,GO:0005509; GO:0008236; GO:0016020 (44),GO:0005509; GO:0016020 (19)
OG0001342,0.790977868811765,-7.42898222915608,34,123,196,489,1921,None,None,NA
OG0001343,-4.92810901664051,13.1939807225041,32,22,139,114,96,Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase,GO:0000827; GO:0000829; GO:0000832; GO:0005524; GO:0005829; GO:0016310; GO:0033857; GO:0052723; GO:0052724 (67),GO:0000828; GO:0000829; GO:0005524; GO:0005829; GO:0016310 (3)
OG0001344,-4.78633007071765,13.115936784821,32,22,533,262,1922,Ral GTPase-activating protein subunit beta-like protein,GO:0005096; GO:0051056 (71),NA
OG0001345,-11.7942965891198,-4.13039323799092,44,11,989,64,1923,Dopey-1-like protein,GO:0005829; GO:0006895 (59),NA
OG0001346,-7.21212610266956,-7.5304383944698,26,25,7,177,246,3',5'-cyclic-AMP phosphodiesterase,GO:0003677; GO:0004114; GO:0006198; GO:0007165; GO:0046872 (62),GO:0004114; GO:0007165; GO:0046872 (7)
OG0001347,-12.2354882623986,-0.122534484786575,10,165,199,169,1924,None,GO:0004113; GO:0005737; GO:0009214; GO:0016020; GO:0042470 (71),NA
OG0001348,-1.9503167536095,9.80815938003581,46,108,164,490,1925,None,GO:0006357 (71),NA
OG0001349,-7.2634910013512,-7.32389351837117,26,25,7,491,1926,None,None,NA
OG0001350,0.839152130858579,0.970109014587814,42,129,182,339,1927,U2A'/phosphoprotein 32 family A C-terminal domain-containing protein,None,NA
OG0001351,5.32836261727063,3.66183999069255,48,82,88,492,1928,None,None,NA
OG0001352,-0.934762325508914,-0.126559705657547,29,107,178,493,1929,cysteine desulfurase,GO:0016829 (27),GO:0005634; GO:0005739; GO:0005829; GO:0008483; GO:0016226; GO:0030170; GO:0031071; GO:0044571; GO:0046872; GO:0051536 (24)
OG0001353,15.5112053487465,7.93405106552165,41,141,63,100,1930,N-myc downstream regulated,GO:0005737; GO:0007165 (71),NA
OG0001354,-12.1864617731407,11.3123460102848,66,240,146,494,83,Thiosulfate sulfurtransferase/rhodanese domain-containing protein 1-like,GO:0016740 (71),NA
OG0001355,7.79896656014172,9.57942250259441,35,48,202,332,1931,G-protein coupled receptors family 1 profile domain-containing protein,GO:0004930; GO:0016020 (41),GO:0005886; GO:0008528 (28)
OG0001356,6.63176456429211,-3.51022306196172,30,62,230,495,158,non-specific serine/threonine protein kinase,GO:0005524; GO:0006468; GO:0008349 (65),GO:0005524; GO:0006468; GO:0008349; GO:0106310 (6)
OG0001357,-7.14008173011096,-1.19467195980031,25,42,990,107,1932,CUB domain-containing protein,GO:0004252; GO:0004714; GO:0005112; GO:0005509 (70),NA
OG0001358,-4.96267923377307,13.1648383427433,32,22,139,114,96,Palmitoyltransferase,GO:0016020; GO:0019706 (37),GO:0005783; GO:0005794; GO:0006612; GO:0016020; GO:0016491; GO:0018230; GO:0019706 (21)
OG0001359,-10.38437017463,-6.6234879206844,24,131,28,280,1933,Tensin-3,None,NA
OG0001360,0.992212328688779,-2.64154266677577,48,3,442,496,1934,Glycine C-acetyltransferase/2-amino-3-ketobutyrate-CoA ligase, putative,GO:0005739; GO:0006567; GO:0008890; GO:0009058; GO:0016874; GO:0030170 (29),GO:0003870; GO:0006782; GO:0030170 (14)
OG0001361,-4.80696424506458,13.0410561848454,32,22,991,114,1935,Gamma-sarcoglycan,GO:0005856; GO:0016012; GO:0042383 (71),NA
OG0001362,-6.29625448249134,5.26132061965984,20,9,168,497,1936,Ferritin,GO:0006826; GO:0006879; GO:0008199; GO:0016491 (35),GO:0004322; GO:0006826; GO:0006879; GO:0008199 (25)
OG0001363,-7.45998701117786,-7.43703839294392,26,265,550,442,1937,cAMP-dependent protein kinase type II regulatory subunit, putative,GO:0004715; GO:0004862; GO:0005829; GO:0005952; GO:0016310; GO:0030552; GO:0034236; GO:2000480 (45),GO:0001932; GO:0005952; GO:0008603; GO:0030552 (13)
OG0001364,15.6188026998207,7.89695122726482,41,141,63,100,271,Ubiquitin carboxyl-terminal hydrolase 7,GO:0004197; GO:0004843; GO:0005634; GO:0005829; GO:0006511; GO:0016020; GO:0016579; GO:0031647 (45),GO:0004843; GO:0006511; GO:0016579 (26)
OG0001365,-1.6479428675011,2.37796977050822,20,9,377,297,76,Lysosome-associated membrane glycoprotein 1,GO:0010008 (71),NA
OG0001366,-10.2969277765587,-6.91572234146077,24,187,446,29,1938,Enolase-phosphatase E1-like isoform X1,None,NA
OG0001367,-3.31186470053943,3.35635569580119,5,104,54,186,444,None,None,NA
OG0001368,8.19842687584607,9.63222935684245,35,48,202,332,30,None,None,NA
OG0001369,11.4653040502235,-2.31016120426137,36,284,565,302,547,Transmembrane protein 231,GO:0005737; GO:0046872; GO:0060170 (71),NA
OG0001370,-11.9839261438683,4.44150641449016,2,13,73,2,1939,Bmal1 protein, putative,GO:0003677; GO:0003700; GO:0005634; GO:0005667; GO:0005737; GO:0045944; GO:0046983 (47),GO:0000978; GO:0000981; GO:0003989; GO:0005634; GO:0005667; GO:0005737; GO:0006357; GO:0034751; GO:0045944; GO:0046983 (16)
OG0001371,-5.17321905158313,-11.4612164210506,12,40,99,60,22,EF-hand domain-containing protein,GO:0005509 (70),NA
OG0001372,-15.8501838114098,-7.34167859069783,1,260,45,1,1940,Zinc finger protein,GO:0005634 (71),NA
OG0001373,-11.9612210657433,4.27559998519939,2,13,73,191,1941,Abhydrolase domain-containing protein FAM108C1-like protein,GO:0016787 (71),NA
OG0001374,-7.19468244574817,-1.05712983123738,25,52,454,498,568,Protein bicaudal C 1,GO:0003723; GO:0010468 (71),NA
OG0001375,6.28860417343823,-6.66509005538899,53,61,399,217,1942,None,None,NA
OG0001376,-2.92836555503162,-6.45721122734029,47,56,992,138,1943,None,None,NA
OG0001378,-1.78241666816028,9.84014370925945,46,108,208,239,1944,Patched domain-containing protein 3-like,GO:0016020 (70),NA
OG0001379,-3.1303556825951,14.7878957081608,49,22,204,66,1945,Mothers against decapentaplegic homolog (MAD homolog) (Mothers against DPP homolog) (SMAD family member),GO:0000978; GO:0000981; GO:0005737; GO:0006357; GO:0009653; GO:0009791; GO:0030154; GO:0030509; GO:0046872; GO:0050793; GO:0051239; GO:0060395; GO:0070411; GO:0071144 (46),GO:0005634; GO:0005667; GO:0005737; GO:0006355; GO:0009791; GO:0046872; GO:0050793; GO:0051239 (23)
OG0001380,-2.69017538092884,15.2518258381657,49,177,196,356,1946,Protocadherin-like wing polarity protein stan,GO:0001736; GO:0004930; GO:0005509; GO:0005886; GO:0007156; GO:0007163; GO:0007166; GO:0016043; GO:0048513; GO:0098609 (24),GO:0001736; GO:0004930; GO:0005509; GO:0005886; GO:0007156; GO:0007163; GO:0007166; GO:0016043; GO:0048513 (20)
OG0001381,-3.81196149848255,-3.08950683586079,13,117,172,156,1947,Discs large protein-like protein,None,NA
OG0001382,4.19256630875317,9.41848614700359,15,50,132,173,1948,EGF-like domain-containing protein, putative,GO:0003944; GO:0004714; GO:0005044; GO:0005886 (49),GO:0005044; GO:0005886 (10)
OG0001383,5.52491799332348,3.31651547439616,48,352,513,499,720,SP-RING-type domain-containing protein,GO:0005158; GO:0005829; GO:0005886; GO:0008270; GO:0008286; GO:0043548 (50),GO:0005158; GO:0008286; GO:0048477 (14)
OG0001384,-3.45612176917346,7.71495774276775,69,29,158,500,1949,Pecanex-like protein,GO:0016020 (70),NA
OG0001385,8.0491892430946,9.76202633865398,35,48,202,332,1950,Spatacsin-like,None,NA
OG0001386,-16.1912215616539,-7.51034924499471,1,169,993,40,1951,Charged multivesicular body protein 1a-like protein,GO:0007034 (70),NA
OG0001387,-5.98218187354358,4.89152434356731,20,9,168,23,1952,Thioredoxin reductase 1: cytoplasmic-like protein,GO:0004791; GO:0045454; GO:0050660 (44),GO:0004362; GO:0004791; GO:0005737; GO:0005739; GO:0005829; GO:0045454; GO:0050660 (24)
OG0001388,-2.83570226691516,15.148724107819,49,377,282,437,80,AMP deaminase,GO:0003876; GO:0005829; GO:0006188; GO:0032264; GO:0046033 (43),GO:0003876; GO:0032264; GO:0046872 (19)
OG0001389,15.6044603917762,8.03189805038493,41,141,63,100,90,Importin N-terminal domain-containing protein,GO:0005634; GO:0005737; GO:0006606; GO:0031267 (55),GO:0005737; GO:0006606; GO:0031267 (10)
OG0001390,3.31231978871075,-0.254678459090774,19,523,994,229,1953,Dopamine beta-hydroxylase-like protein,GO:0004500; GO:0005507 (44),GO:0004500; GO:0005507; GO:0005615; GO:0006589; GO:0030667; GO:0042420; GO:0042421 (25)
OG0001391,-8.42822488806995,-2.15102824680287,57,34,995,135,1954,ADAMTS-like protein 1 isoform X3,None,NA
OG0001392,-11.9389127161339,11.4151082325749,66,240,146,373,1955,Structural maintenance of chromosomes protein 1A-like,GO:0005524; GO:0005634; GO:0007062; GO:0008278; GO:0016887 (67),GO:0005524; GO:0005694; GO:0051276 (3)
OG0001393,1.63877240158764,11.3662705708317,8,298,2,38,143,7-dehydrocholesterol reductase, putative,GO:0006695; GO:0016020; GO:0047598 (50),GO:0006695; GO:0016020; GO:0016628 (16)
OG0001394,-2.81586536429676,-0.848924608153885,52,100,70,249,1956,None,None,NA
OG0001396,2.50274467803685,-6.18669292442281,77,143,34,501,1957,BZIP domain-containing protein,GO:0003677; GO:0003700; GO:0005634; GO:0006357 (70),NA
OG0001397,-12.6106246378258,-0.144811601562088,10,47,102,88,477,Adenosine diphosphatase, putative,GO:0004382; GO:0005524; GO:0005886; GO:0009134; GO:0045134 (40),GO:0005524; GO:0016020; GO:0016787 (29)
OG0001398,-12.113319721444,4.38582280166667,2,13,73,2,381,Transcription factor 12-like,GO:0046983 (70),NA
OG0001399,8.02580753304211,-8.34167716018636,75,3,68,372,1958,DNA-directed RNA polymerase subunit,GO:0003677; GO:0003899; GO:0005736; GO:0006360 (30),GO:0000428; GO:0003677; GO:0003899; GO:0006351; GO:0031981 (21)
OG0001400,5.80001655556408,-5.248510808868,33,5,232,502,1959,Lymphoid-restricted membrane protein,GO:0005737; GO:0016020 (70),NA
OG0001401,5.7502607438728,6.87888863571208,17,277,187,231,457,RNA-binding region-containing protein 3,GO:0000398; GO:0005689; GO:0030626; GO:0097157 (70),NA
OG0001402,15.4965788457557,7.91545727737468,41,141,63,100,1960,Bromodomain and PHD finger-containing protein 1, brpf1, putative,GO:0004402; GO:0005634; GO:0006357; GO:0008168; GO:0032259; GO:0046872; GO:0070776 (49),GO:0005634; GO:0046872 (21)
OG0001403,2.90903116353003,-4.73546049110371,16,382,435,123,413,Neurotransmitter-gated ion-channel transmembrane domain-containing protein,GO:0004888; GO:0005254; GO:0016020; GO:0043005; GO:0045202; GO:1902476; GO:1904315 (70),NA
OG0001404,-3.81032928489002,-3.00411023311097,13,156,115,210,214,Secreted salivary gland peptide, putative (Secreted salivary gland peptide, putative (Fragment)),None,NA
OG0001405,2.67113013900963,-4.30522355548817,16,153,9,123,273,NADH-cytochrome b5 reductase,GO:0004128 (30),GO:0004128; GO:0005739; GO:0071949 (15)
OG0001406,2.87513508610574,-4.56142887584645,16,253,281,503,1961,ABC transporter, putative,GO:0005524; GO:0016020; GO:0032440; GO:0140359 (70),NA
OG0001407,-0.758532848580203,-8.24332282058675,65,409,517,504,1962,MADF domain-containing protein,GO:0003677; GO:0005634; GO:0006351; GO:0006355 (40),GO:0003677; GO:0005634; GO:0005667; GO:0006351; GO:0006357 (30)
OG0001408,3.05149326063839,-1.37130138389546,62,3,190,269,1963,None,GO:0016020 (67),NA
OG0001409,-7.63118394873889,6.14175560958904,4,75,92,5,1964,Neuropeptide FF receptor, putative,GO:0004930; GO:0007186; GO:0007218; GO:0016020; GO:0032870; GO:0042277; GO:0050254 (31),GO:0004983; GO:0016020 (21)
OG0001410,-12.1267074014977,11.3802848149113,66,266,179,373,191,alpha-1,2-Mannosidase,GO:0004571; GO:0005509; GO:0005975; GO:0016020 (45),GO:0000139; GO:0004571; GO:0005509; GO:0005783; GO:0005975; GO:1904382 (25)
OG0001411,-3.1185992624596,3.81624367721599,5,43,996,21,1965,FERM and PDZ domain-containing protein 4-like protein,None,NA
OG0001412,-3.5248001482323,-8.61741873733479,43,94,3,225,1966,None,None,NA
OG0001413,8.00715127922741,9.70304253585857,35,48,202,332,1967,None,None,NA
OG0001414,-4.69187435172351,12.928286104279,32,243,280,55,13,Mid1-interacting protein, putative,GO:0005634; GO:0005829; GO:0046890 (60),GO:0005634; GO:0005737 (9)
OG0001415,-7.28072866462024,-7.27880427352864,26,25,7,177,1968,None,None,NA
OG0001416,-10.0828841593102,-6.906150312347,24,13,997,29,1969,Nuclear pore complex protein Nup98-Nup96,GO:0005643; GO:0015031; GO:0017056; GO:0031965; GO:0051028 (69),NA
OG0001417,-5.16510900519641,-4.0359030675121,3,27,319,198,503,Monocarboxylate transporter,GO:0016020; GO:0022857 (69),NA
OG0001418,2.48892933465687,-2.6589706029721,62,224,180,408,630,None,GO:0016020 (69),NA
OG0001419,-18.5944465067223,-8.0072941493221,9,149,998,10,1970,None,None,NA
OG0001420,-7.74689611457141,6.29028847702068,4,400,999,5,1971,Fibrillar collagen NC1 domain-containing protein,GO:0005201; GO:0046872; GO:0048856 (69),NA
OG0001421,-0.781718340142093,0.319640665131027,29,107,23,59,1972,Thymidylate synthase,GO:0004799; GO:0005794; GO:0006231 (63),GO:0005794 (6)
OG0001422,-7.33706316016468,-7.16804882995564,26,524,1000,148,1973,SCF ubiquitin ligase, Rbx1 component, putative,GO:0005634; GO:0006511; GO:0008270; GO:0016567; GO:0016874; GO:0031466; GO:0061630; GO:0097602 (27),GO:0005634; GO:0006511; GO:0008270; GO:0016567; GO:0016874; GO:0031461; GO:0061630; GO:0097602 (26)
OG0001423,-2.16246160529407,10.2250342655949,46,191,89,505,98,Dc50, putative,GO:0003723 (69),NA
OG0001424,5.81107536293713,-5.2378141593166,33,5,232,502,661,None,None,NA
OG0001425,9.25218120552746,-5.8991226863094,83,433,628,506,853,Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase (GNT-I) (GlcNAc-T I),GO:0000139; GO:0003827; GO:0005794; GO:0006487; GO:0030145 (41),GO:0000139; GO:0003827; GO:0006486; GO:0030145 (27)
OG0001426,6.28721252419201,-2.61877910904366,36,54,311,302,141,Cytosolic carboxypeptidase, putative,GO:0004181; GO:0006508; GO:0008270; GO:0035609; GO:0035610 (55),GO:0004181; GO:0006508; GO:0008270 (6)
OG0001427,-5.7833999063805,-3.5676835488506,44,11,98,199,601,None,None,NA
OG0001428,-16.2832072641686,-7.53988406173665,1,260,1001,1,1974,Arginine-glutamic acid dipeptide repeats protein,GO:0005634; GO:0006355; GO:0008270; GO:0043565 (68),NA
OG0001430,-9.33351358435901,3.47509816177409,14,11,497,117,1975,K Homology domain-containing protein,GO:0003723; GO:0008190; GO:0045727 (69),NA
OG0001431,-11.8576033975914,11.5253663349919,66,12,247,507,1976,Fetal alzheimer antigen, putative,GO:0000978; GO:0004402; GO:0006357; GO:0016589; GO:0035064; GO:0046872 (35),GO:0006357; GO:0016589; GO:0046872 (34)
OG0001432,-0.410699453575931,-2.14010182134587,57,34,264,333,1977,5-oxoprolinase,GO:0016787 (67),NA
OG0001433,6.22885814644543,-2.61229129247147,72,62,230,495,1978,DNA helicase,None,NA
OG0001434,12.2468239400551,-5.56368824951131,74,307,289,508,746,Transcription activator BRG1-like protein,GO:0004386; GO:0005524; GO:0006355; GO:0016787; GO:0042393; GO:0070603; GO:0140658 (68),NA
OG0001435,8.90372625328747,-3.82826504222829,70,157,486,509,376,Armadillo repeat protein, putative,GO:0005634; GO:0005737; GO:0005886; GO:0005912; GO:0007043; GO:0045296; GO:0098609 (66),GO:0098609 (2)
OG0001436,1.15662208534924,10.8295808125309,57,298,2,456,1979,Sec7-like protein,GO:0005085; GO:0016020; GO:0032012 (67),GO:0005085; GO:0015031; GO:0016020; GO:0032012 (2)
OG0001437,-0.656242218239627,0.04335501678508,29,107,23,510,85,Transcription initiation factor tfii-D, putative,GO:0001091; GO:0003743; GO:0004402; GO:0004674; GO:0005669; GO:0016251; GO:0017025; GO:0051123 (50),GO:0001091; GO:0004402; GO:0005669; GO:0006366; GO:0017025 (14)
OG0001438,-3.02474388144763,15.2055650044255,49,54,147,66,1980,AMP-dependent synthetase/ligase domain-containing protein,None,NA
OG0001439,-8.04105505011829,5.6654353428654,4,3,1002,511,1981,Nucleoprotein TPR,GO:0005643; GO:0006606; GO:0034399 (69),NA
OG0001440,-4.38062128089221,12.9265628147892,32,22,139,114,1982,Zinc finger protein, putative,GO:0003677; GO:0008270 (68),GO:0008270 (1)
OG0001441,4.32792356945721,9.40324643142741,15,50,132,17,277,protein-tyrosine-phosphatase,GO:0004725; GO:0006470; GO:0016020; GO:0048666 (36),GO:0004725; GO:0006470; GO:0016740; GO:0016798; GO:0048666 (30)
OG0001442,-1.6638701822594,9.39826252944987,46,133,499,183,581,Mitochondrial inner membrane protease subunit,GO:0004252; GO:0006465; GO:0006627; GO:0042720 (30),GO:0004175; GO:0004252; GO:0006465; GO:0006627; GO:0042720 (24)
OG0001443,-0.429925527794681,4.02480938919109,31,81,77,74,1983,Spaetzle domain-containing protein,GO:0005121; GO:0005576; GO:0005615; GO:0008083; GO:0021556; GO:0045087 (42),GO:0005615 (27)
OG0001444,2.5005076859161,-3.64653834812123,45,77,352,25,1984,Phosphotyrosine-binding disabled-like protein,None,NA
OG0001445,1.56490138508526,1.40819361694377,42,226,272,512,579,mitogen-activated protein kinase kinase kinase,GO:0004709; GO:0005524; GO:0006468; GO:0046872 (60),GO:0000165; GO:0004672; GO:0005524; GO:0006468; GO:0046872 (9)
OG0001446,9.24926439263074,-5.89949438087422,83,433,628,506,853,Extended synaptotagmin-2, putative (Extended synaptotagmin-2, putative (Fragment)),GO:0005509; GO:0005544; GO:0006869; GO:0008429; GO:0012505; GO:0031210; GO:0031234; GO:0035091; GO:0043229; GO:0061817 (45),GO:0006869; GO:0008289; GO:0012505; GO:0016020; GO:0043229; GO:0046872 (20)
OG0001447,6.31741682030407,19.0148797322087,37,282,217,51,402,asparaginase,GO:0004067; GO:0005576; GO:0005886; GO:0006887; GO:0009066; GO:0044218; GO:0044231; GO:0090729 (66),GO:0001522; GO:0003723; GO:0004067; GO:0008033; GO:0009982 (1)
OG0001448,-2.92375167868885,-0.826595277709549,52,100,575,233,574,Ig-like and fibronectin type-III domain-containing protein C25G4.10,GO:0009653; GO:0016020; GO:0030154 (40),GO:0016020 (29)
OG0001449,-5.3312924768761,10.0947442341618,23,220,218,219,276,M domain of GW182 (Rna binding domain containing protein),GO:0003723 (69),NA
OG0001450,-1.57038482688221,2.01213887222331,16,343,494,128,11,peptidylamidoglycolate lyase,GO:0005507; GO:0006518; GO:0016020; GO:0016715; GO:0016829 (31),GO:0004598; GO:0006518; GO:0016020; GO:0046872 (19)
OG0001451,2.29484799839703,3.97008421905559,7,81,107,43,360,WD repeat-containing protein 47-like protein,None,NA
OG0001452,2.66810053922383,-4.38782987110097,16,153,9,123,273,Neprilysin, putative,GO:0004222; GO:0005886; GO:0016485; GO:0046872 (69),NA
OG0001453,-6.33496889136585,5.39881756790202,20,198,307,401,1985,Nucleolysin TIAR,GO:0003723 (69),NA
OG0001454,-5.59952672980579,10.1858287144474,5,43,1003,513,1986,None,None,NA
OG0001455,1.3474161956474,11.0071454335026,8,298,46,58,1987,Anoctamin,GO:0005254; GO:0005886; GO:1902476 (58),GO:0016020 (11)
OG0001456,-4.90509780905994,13.1250090885929,32,22,139,114,96,Sulfhydryl oxidase,GO:0016020; GO:0016971 (32),GO:0003756; GO:0005615; GO:0006457; GO:0016971 (19)
OG0001457,15.6393047902748,8.03627350814861,41,141,63,100,1988,Ion transport peptide,GO:0005184; GO:0005576; GO:0016020 (28),GO:0005184; GO:0005576 (23)
OG0001459,-11.7231324579552,10.8236022282414,66,184,268,357,68,non-specific serine/threonine protein kinase,GO:0004674; GO:0005524; GO:0005770; GO:0006468; GO:0006623; GO:0016236; GO:0030242; GO:0034271; GO:0034272; GO:0045324; GO:0071561 (50),GO:0004674; GO:0005524; GO:0006468; GO:0016020; GO:0016236; GO:0045324 (8)
OG0001460,4.2778873775169,9.43078282363933,15,50,132,173,179,Suppressor of cytokine signaling 7-like protein,None,NA
OG0001461,-5.52900442145618,9.88983300216716,23,55,424,164,1989,Translation initiation inhibitor UK114/IBM1, putative,GO:0005739; GO:0005829; GO:0019239; GO:1901565 (68),NA
OG0001462,-6.12967237494739,5.10181143768352,20,198,418,63,1990,U2 snRNP-associated SURP motif-containing protein,GO:0003723; GO:0005634; GO:0006396 (61),GO:0003723; GO:0006396 (7)
OG0001463,-5.23654970191272,10.1658311177067,23,55,213,219,1991,Carboxypeptidase S, putative,GO:0004181; GO:0006520; GO:0016811; GO:0043604; GO:0043605; GO:0044255 (23),GO:0004180; GO:0006807 (22)
OG0001464,2.62458508052079,6.44519093521159,11,49,8,85,1992,None,None,NA
OG0001465,-1.64449628852161,2.00279381759685,18,91,106,514,1993,Ionotropic glutamate receptor C-terminal domain-containing protein,GO:0004970; GO:0005267; GO:0005886 (67),GO:0004970; GO:0005886 (1)
OG0001466,15.3481871221229,7.78304913528484,41,141,63,100,1994,THO complex subunit 2,GO:0000445; GO:0003729; GO:0006397; GO:0006406 (46),GO:0000347; GO:0006397; GO:0006406 (22)
OG0001467,-12.5744012262657,-0.270736188811844,10,47,102,106,1995,Ubiquitin carboxyl-terminal hydrolase CYLD-like protein,GO:0005815; GO:0016787; GO:0048471 (66),NA
OG0001468,1.49708906151501,-12.3328680705257,45,327,216,278,47,Hemolymph juvenile hormone binding protein,GO:0008289 (42),GO:0016020 (26)
OG0001469,-4.35619195960315,12.7293792057804,32,22,139,109,1996,Structural maintenance of chromosomes protein 5,GO:0000724; GO:0005524; GO:0005634; GO:0016887; GO:0030915 (68),NA
OG0001470,-16.3223384287194,-7.50259301177937,1,260,45,1,8,mRNA decay factor PAT1 domain-containing protein,GO:0000290; GO:0003723; GO:0005737 (60),GO:0000290 (8)
OG0001471,-2.81467851660999,-0.833003492278641,52,100,372,267,1997,Histone deacetylase domain-containing protein,GO:0000118; GO:0004407; GO:0016575 (68),NA
OG0001472,1.75598982311932,-11.9012989710994,45,77,500,25,1998,Poly(Rc) binding protein, putative,GO:0003729; GO:0005634; GO:0005737; GO:0010468; GO:0016787; GO:0051252 (60),GO:0003723; GO:0010468 (7)
OG0001473,6.34762135483471,18.9729924488835,37,282,217,51,1999,None,None,NA
OG0001474,-0.210381593926273,3.51035311706584,60,81,239,515,2000,Choline/ethanolamine kinase-like,GO:0016301; GO:0016310 (67),GO:0016020; GO:0022857 (1)
OG0001475,-2.05830272696765,9.68078282363933,46,94,447,50,2001,ASD2 domain-containing protein,GO:0005737; GO:0005856; GO:0051015 (68),NA
OG0001476,-0.444345798714481,-2.22893664352376,57,34,264,333,2002,TOG domain-containing protein,GO:0000226 (60),GO:0000226; GO:0016301; GO:0016310 (6)
OG0001477,-7.79361471198352,6.1244254399113,4,75,109,5,2003,Adenomatous polyposis coli protein, putative (Adenomatous polyposis coli protein, putative (Fragment)),GO:0005737; GO:0008013; GO:0016043; GO:0016055; GO:0030178; GO:0043231; GO:0071944 (60),NA
OG0001478,0.572954091803708,-7.0304383944698,34,188,323,516,378,Calbindin-32, putative,GO:0005509 (67),NA
OG0001479,-16.2291072275475,-7.52700421325642,1,260,45,1,2004,Junctophilin-2, putative,GO:0005789; GO:0030314 (57),GO:0005789; GO:0005886; GO:0030314 (11)
OG0001480,1.9963065717384,-12.0028319071956,45,358,464,517,2005,Acetyl-coenzyme A transporter 1-like protein,GO:0008521; GO:0016020 (67),GO:0016020 (1)
OG0001481,2.27631679512707,-9.33654543868977,22,3,196,518,2006,Calmodulin-binding domain-containing protein,GO:0005516; GO:0016020; GO:0016286 (47),GO:0016020; GO:0016286 (21)
OG0001482,-3.5268023874596,7.84102776535075,29,143,82,167,2007,FH2 domain-containing protein,GO:0003779; GO:0030036; GO:0031267 (46),GO:0003779; GO:0016020; GO:0030036; GO:0031267; GO:0048488; GO:0098793 (22)
OG0001483,-0.383272018654666,0.00928237922709663,29,107,80,452,282,RRM domain-containing protein,GO:0003723; GO:0005261; GO:0005886 (68),NA
OG0001484,-9.2739718820885,3.65804818161052,14,57,338,24,2008,None,None,NA
OG0001485,9.30912128426282,4.98401978500407,58,205,427,400,2009,None,None,NA
OG0001486,3.43856379725186,14.3298020649723,40,126,345,78,367,SH3 domain-containing protein,GO:0003779; GO:0005886; GO:0007266; GO:0035023 (67),NA
OG0001487,-11.8812402155236,-4.25457629672963,44,11,98,199,301,Rho gtpase effector bni1,GO:0005829; GO:0008360; GO:0016477; GO:0030866; GO:0031267; GO:0051015 (41),GO:0003779; GO:0022604; GO:0030036; GO:0031267 (23)
OG0001488,8.10379711128918,-4.70331010333974,72,128,37,519,36,ABC transporter, putative,GO:0005324; GO:0005524; GO:0005778; GO:0006635; GO:0007031; GO:0015910; GO:0016887; GO:0042626; GO:0042760; GO:0140359 (63),GO:0005524; GO:0016020; GO:0140359 (5)
OG0001489,-11.8407767679528,4.55091622360271,2,13,1004,287,2010,Huntingtin interacting protein, putative,GO:0000785; GO:0004402; GO:0005634; GO:0006355; GO:0016787; GO:0046975; GO:0097198 (48),GO:0005634; GO:0005694; GO:0006355; GO:0046975; GO:0097198 (11)
OG0001490,-0.0749913122490264,-3.97307393066365,65,113,354,504,2011,Trimethylguanosine synthase,GO:0001510; GO:0008168; GO:0009452 (40),GO:0001510; GO:0005524; GO:0008168; GO:0008233; GO:0008540; GO:0009452; GO:0016887; GO:0036402; GO:0043161 (28)
OG0001491,-12.4409192468956,-0.34504339210469,10,47,102,520,2012,Glutamate [NMDA] receptor subunit 1,GO:0004970; GO:0045211 (33),GO:0004970; GO:0005886; GO:0007268; GO:0014069; GO:0015276; GO:0017146; GO:0035235; GO:0038023; GO:0042221; GO:0042391; GO:0043005; GO:0045202; GO:0045211 (18)
OG0001493,-10.1109336283043,-6.71513745300252,24,1,1005,158,2013,nitric-oxide synthase (NADPH),GO:0004517; GO:0005516; GO:0006809; GO:0010181; GO:0020037; GO:0046872; GO:0050660; GO:0050661 (22),GO:0004517; GO:0005516; GO:0006809; GO:0010181; GO:0046872 (22)
OG0001494,3.53748569227902,14.4394879627995,40,126,345,78,2014,CHY-type domain-containing protein,GO:0005783; GO:0006890; GO:0008270; GO:0015031 (34),GO:0000179; GO:0003723; GO:0005783; GO:0006890; GO:0015031 (25)
