X1,X2,leiden_cluster_id,infomap_cluster_id,walktrap6_cluster_id,walktrap4_cluster_id,walktrap2_cluster_id,protein_name,best_gos,second_best_gos
OG0001517,-6.55238058168162,2.18034491110652,3,7,95,6,368,Nuclear pore complex protein nup155, putative (Nuclear pore complex protein nup155, putative (Fragment)),GO:0005643; GO:0017056 (35),GO:0000972; GO:0006405; GO:0006606; GO:0017056; GO:0036228; GO:0044611 (31)
OG0001518,-2.10888411599864,0.883102284558706,2,21,11,8,2381,leucine--tRNA ligase,GO:0002161; GO:0004823; GO:0005524; GO:0005739; GO:0006429; GO:0032543 (34),GO:0004823; GO:0005524; GO:0006429; GO:0016020 (13)
OG0001519,2.02045021456014,2.92675218153804,15,193,314,200,2382,C2H2-type domain-containing protein,GO:0005634; GO:0006357; GO:0016573; GO:0044545; GO:0046872 (43),GO:0005634; GO:0016791; GO:0046856; GO:0046872 (23)
OG0001520,-4.98468210298289,0.865035937913351,28,56,291,72,2383,Protein furry-like protein,GO:0000902 (39),GO:0000902; GO:0004864; GO:0007049; GO:0051301 (26)
OG0001521,6.62189290922414,-0.210316686145373,13,197,40,572,2384,G-protein coupled receptors family 2 profile 2 domain-containing protein,GO:0004930; GO:0007166; GO:0008036; GO:0016020 (42),GO:0005886; GO:0007166; GO:0007188; GO:0008528; GO:0017046 (25)
OG0001522,6.80615423124563,-2.16310384701879,5,49,316,11,2385,None,None,NA
OG0001523,-5.47311880189646,-0.520804671756335,2,70,27,346,2386,Calcineurin-binding protein cabin-1-like,GO:0005634; GO:0006325 (64),NA
OG0001524,-2.43538858491648,0.160250397213392,2,19,11,8,2387,DEP domain-containing protein,GO:0016020; GO:0030514; GO:0035556; GO:0055085 (67),NA
OG0001525,6.90192745130788,-2.32262089680821,5,148,600,1034,2388,None,None,NA
OG0001526,2.12094507616292,-1.26525619458348,5,14,9,387,2389,None,None,NA
OG0001527,-4.12833883363474,2.92635378409236,2,224,12,658,2390,SAM domain-containing protein,GO:0002115; GO:0005246; GO:0005509; GO:0005783; GO:0005886; GO:0006874; GO:0032237 (47),GO:0005246; GO:0016020; GO:0046872 (9)
OG0001528,6.23865173261892,-3.65563157033116,13,144,2,16,2391,None,None,NA
OG0001529,2.59351394575368,8.49588248301356,16,46,189,411,2392,Protein-tyrosine phosphatase, putative,GO:0004725; GO:0005829; GO:0006470; GO:0007165; GO:0008138; GO:0016311; GO:0017018 (34),GO:0003779 (22)
OG0001530,-2.12200071412791,5.94643208552211,24,141,226,423,2393,Beta-lactamase-related domain-containing protein,None,NA
OG0001531,3.68309829633962,-2.00994947384984,5,12,438,142,2394,None,GO:0008201; GO:0009986 (67),NA
OG0001532,-3.3659794529127,-3.92910101842076,6,13,376,67,2395,Tankyrase-1-like protein,GO:0005576; GO:0005886; GO:0006887; GO:0044218; GO:0044231; GO:0090729 (66),NA
OG0001533,0.781499008352866,2.50187441874354,2,242,46,509,2396,Centaurin gamma, putative,GO:0005096; GO:0005576; GO:0005886; GO:0006887; GO:0044218; GO:0044231; GO:0046872; GO:0090729 (44),GO:0003924; GO:0005096; GO:0005525; GO:0005576; GO:0005886; GO:0006887; GO:0044218; GO:0044231; GO:0046872; GO:0090729 (14)
OG0001534,3.3661732475115,0.344494135864667,5,327,601,1035,2397,Focal adhesion kinase, putative,GO:0004715; GO:0005524; GO:0005856; GO:0005886; GO:0005925; GO:0006468; GO:0007172; GO:0008284; GO:0042995; GO:0050896; GO:0051128 (22),GO:0004713; GO:0005524; GO:0005856; GO:0005886; GO:0005925; GO:0006468; GO:0007172; GO:0008284; GO:0042995; GO:0048731; GO:0050896; GO:0051128 (17)
OG0001535,-1.57653882104624,-4.75452187489659,1,133,79,835,2398,Amyloid beta protein-binding member 1interacting protein, putative,GO:0007165 (67),NA
OG0001536,6.93485591810476,-2.55512645672948,5,105,89,1036,2399,None,None,NA
OG0001537,-2.6138768394636,5.25492379237025,4,8,334,328,2400,Engulfment and cell motility protein, putative,GO:0005737; GO:0005886; GO:0006909; GO:0006915; GO:0007015; GO:0017124; GO:0048870 (60),GO:0005737; GO:0006909; GO:0006915; GO:0017124 (6)
OG0001538,-1.53062500554789,-0.140625743381091,2,81,2,290,2401,Protein slit,GO:0005509; GO:0005576; GO:0007399; GO:0016043; GO:0040011; GO:0048513; GO:0071944 (64),GO:0005509; GO:0005576; GO:0007399; GO:0016020; GO:0016043; GO:0040011; GO:0048513; GO:0071944 (2)
OG0001539,-1.74975504476298,0.795944066532545,2,98,11,8,2402,Cas1p 10 TM acyl transferase domain-containing protein,GO:0005794; GO:0005975; GO:0016020; GO:0016740 (66),NA
OG0001540,-2.59457304078806,2.77594575453608,17,195,421,340,2403,None,None,NA
OG0001541,-3.40124418336619,-0.595352558604785,2,9,90,22,2404,Small nuclear ribonucleoprotein-associated protein,GO:0000398; GO:0003723; GO:0005682; GO:0005685; GO:0005686; GO:0005687; GO:0005737; GO:0046540; GO:0071004; GO:0071013 (32),GO:0003723; GO:0004852; GO:0005681; GO:0006397; GO:0006782; GO:0031417 (22)
OG0001542,-1.19150068361033,-0.521462349406786,2,66,373,77,2405,Lipophorin receptor, putative,GO:0004447; GO:0005509; GO:0005604; GO:0005615; GO:0007160; GO:0016020 (57),GO:0005509; GO:0005604; GO:0007160; GO:0016020 (9)
OG0001543,1.20238421362173,0.256369205006055,5,170,155,215,196,Grh/CP2 DB domain-containing protein,GO:0003677; GO:0003700; GO:0005634; GO:0006357 (66),NA
OG0001544,-3.36834027368296,1.5972597317776,2,136,163,37,2406,S1 motif domain-containing protein,GO:0003676; GO:0006364 (46),GO:0003676; GO:0005730; GO:0006364 (20)
OG0001545,-2.91062881547679,0.54862207341998,2,21,11,8,2407,Carrier protein, putative (Carrier protein, putative (Fragment)),GO:0006862; GO:0016020; GO:0055085 (30),GO:0005739; GO:0008517; GO:0015230; GO:0016020; GO:1904947 (19)
OG0001546,-3.89884044725169,-4.73633816670568,19,215,226,515,2408,None,None,NA
OG0001547,0.0498592953039306,-1.30621793698461,2,223,2,681,2409,None,None,NA
OG0001548,0.775281826670279,1.38721966911166,5,72,158,289,2410,Progestin and adipoQ receptor family member 3-like,GO:0016020 (66),NA
OG0001549,-1.42596187192668,-0.942024974338122,2,66,488,709,391,Peptide-methionine (R)-S-oxide reductase,GO:0006979; GO:0030091; GO:0033743; GO:0046872 (37),GO:0005737; GO:0006979; GO:0030091; GO:0033743; GO:0046872 (20)
OG0001550,-5.04956724244822,0.776778580435209,28,56,41,72,2411,Choline transporter-like protein,GO:0005886; GO:0016020; GO:0022857; GO:0055085 (47),GO:0005886; GO:0022857 (19)
OG0001551,-2.70260312158335,-1.43093231152684,2,4,90,448,929,WASH complex subunit strumpellin,GO:0071203 (59),NA
OG0001552,-5.33233263093699,-0.444341449252673,2,70,27,346,2412,NSFL1 cofactor p47 (p97 cofactor p47),GO:0005634; GO:0005795; GO:0031929; GO:0031932; GO:0051028 (61),NA
OG0001553,-4.39094402391184,-1.79677799176366,2,6,177,73,2413,2-oxoisovalerate dehydrogenase subunit alpha,GO:0003863 (24),GO:0003863; GO:0005947; GO:0009083 (23)
OG0001554,-3.3182544906782,-1.21805146168859,2,9,90,22,2414,HMG box domain-containing protein,GO:0003677; GO:0016514; GO:0016922; GO:0045892 (58),GO:0003677; GO:0005634 (8)
OG0001555,-3.45442392427195,-0.235679296962328,2,5,90,112,2415,microsomal epoxide hydrolase,GO:0016020; GO:0016803 (36),GO:0005789; GO:0019439; GO:0033961 (15)
OG0001556,3.80340526502859,-1.90712049435765,5,12,438,142,2416,None,None,NA
OG0001557,-2.57785107690562,2.94738754797786,2,90,28,371,2417,Cell surface glycoprotein 1,GO:0016020 (66),NA
OG0001558,-5.42123653489817,1.23441510070174,2,267,602,1037,2418,Medium-chain acyl-CoA dehydrogenase, putative,GO:0005737; GO:0005739; GO:0050660; GO:0051793; GO:0070991 (36),GO:0003995; GO:0050660 (20)
OG0001559,-2.27283670503367,-1.94022562932164,2,22,90,171,524,Pyruvate kinase,GO:0000287; GO:0004743; GO:0005524; GO:0016301; GO:0016310; GO:0030955 (47),GO:0000287; GO:0004743; GO:0005524; GO:0005737; GO:0006096; GO:0016301; GO:0016310; GO:0030955 (18)
OG0001560,-3.31248952943553,-1.51871421765477,2,9,90,22,2419,Zinc finger protein DPF3,GO:0005634; GO:0046872 (66),NA
OG0001561,-2.60167028505076,0.572434695251874,2,86,11,718,2420,Cell division cycle and apoptosis regulator protein 1,GO:0005509; GO:0005737; GO:0006355; GO:0007049; GO:0051301 (65),NA
OG0001562,-7.04435112077464,0.639183791168622,2,145,197,77,2421,None,None,NA
OG0001563,9.83922431867849,-2.96069934796483,20,194,27,523,2422,Rab-GAP TBC domain-containing protein,None,NA
OG0001564,3.41363141935598,-1.61316063832433,5,12,161,1038,2423,None,GO:0016020 (66),NA
OG0001565,2.06913183134328,-0.366679338923998,5,206,9,276,2424,Ras-related and estrogen-regulated growth inhibitor-like protein,GO:0003924; GO:0005525 (66),NA
OG0001566,-3.17192604142893,1.67056110668986,2,50,274,37,2425,PAB-dependent poly(A)-specific ribonuclease subunit PAN3, putative,GO:0000289; GO:0000932; GO:0004535; GO:0006397; GO:0008143; GO:0031251 (40),GO:0000289; GO:0000932; GO:0003723; GO:0004672; GO:0005524; GO:0006397; GO:0006468; GO:0010606; GO:0031251; GO:0046872 (12)
OG0001567,-5.43666412431468,3.15509602595179,55,328,245,796,2426,None,None,NA
OG0001568,9.24628208082448,-2.48763683270604,52,19,47,8,2427,Cell cycle regulator p107, putative,GO:0000785; GO:0000977; GO:0005634; GO:0005667; GO:0006357; GO:0007049; GO:0030154; GO:2000134 (35),GO:0005634; GO:0006357; GO:0007049; GO:0051726 (31)
OG0001569,-4.60673191148509,1.08238009903639,2,50,274,701,2428,Arf-GAP with SH3 domain: ANK repeat and PH domain-containing protein 2-like protein,GO:0005096; GO:0005576; GO:0005737; GO:0005886; GO:0006887; GO:0043547; GO:0044218; GO:0044231; GO:0046872; GO:0090729 (53),GO:0005096; GO:0005576; GO:0005737; GO:0005886; GO:0006355; GO:0006887; GO:0043547; GO:0043565; GO:0044218; GO:0044231; GO:0046872; GO:0090729 (13)
OG0001570,-0.997880955521951,-0.316751150600024,2,66,197,176,2429,Myosin, putative,GO:0000146; GO:0005524; GO:0005737; GO:0007015; GO:0007165; GO:0015629; GO:0016459; GO:0030050; GO:0031982; GO:0048731; GO:0051015 (30),GO:0003774; GO:0003779; GO:0005524; GO:0005737; GO:0016459 (20)
OG0001571,-3.22233512002696,-3.48072913121373,47,119,74,337,2430,PHD-type domain-containing protein,GO:0046872 (59),GO:0005654; GO:0046872 (6)
OG0001572,-1.94174220163096,-0.0738327784457879,2,34,11,8,2431,ATP-dependent 6-phosphofructokinase (ATP-PFK) (Phosphofructokinase),GO:0003872; GO:0005524; GO:0005737; GO:0006002; GO:0046872 (64),GO:0003872; GO:0006002; GO:0046872 (2)
OG0001573,-5.06529237825144,5.13106963206141,2,55,300,269,2432,C2 domain-containing protein,GO:0016020; GO:0046872 (66),NA
OG0001574,-1.32173695165385,0.0214811282238287,2,66,197,189,45,Epidermal growth factor receptor substrate 15-like 1,None,NA
OG0001575,0.921996037180533,-0.927991537562914,2,21,11,255,249,SEC7 domain-containing protein,GO:0005085; GO:0015031; GO:0032012 (64),GO:0004672; GO:0005085; GO:0005524; GO:0006468; GO:0015031; GO:0032012 (1)
OG0001576,-4.1890516479658,-4.51587632130773,6,227,202,282,2433,Histone-lysine N-methyltransferase, H3 lysine-79 specific,GO:0005634; GO:0034729; GO:0051726; GO:0140956 (34),GO:0005634; GO:0031151; GO:0034729; GO:0051726 (12)
OG0001577,-3.93659689027537,-0.235682754031725,2,5,81,239,2434,Estradiol 17-beta-dehydrogenase, putative,GO:0003857; GO:0004300; GO:0005777; GO:0006635; GO:0033989; GO:0044594 (65),NA
OG0001578,-2.02961828309763,-2.34077599476964,4,329,400,369,2435,receptor protein-tyrosine kinase,GO:0004714; GO:0005003; GO:0005524; GO:0005886; GO:0006468; GO:0007169; GO:0016798; GO:0033674; GO:0043235 (36),GO:0004713; GO:0005524; GO:0006468 (15)
OG0001579,2.62645433347951,8.66392657328456,16,46,189,411,2436,Nucleoside diphosphate kinase,GO:0004550; GO:0005524; GO:0006183; GO:0006228; GO:0006241; GO:0016310 (64),GO:0004550; GO:0006183; GO:0006228; GO:0006241; GO:0016310 (1)
OG0001580,-6.40398218232859,2.12439462710231,3,7,313,6,2437,PH domain-containing protein,GO:0005178; GO:0007160; GO:0007229; GO:0030055; GO:0048731 (37),GO:0007155; GO:0007229; GO:0048731 (21)
OG0001581,-1.22292151052226,5.43420073557704,2,21,2,8,2438,La-related protein 1-like,GO:0000339; GO:0048255 (41),GO:0003723; GO:0005634; GO:0006396; GO:1990904 (21)
OG0001582,-6.36665775377024,1.9049830155453,3,7,95,6,65,None,None,NA
OG0001583,-2.0037923057722,-2.14262011479528,2,81,400,341,2439,None,None,NA
OG0001584,2.83275006216299,-1.40500691365392,2,59,6,640,56,Beta-glucuronidase,GO:0004553; GO:0005764; GO:0005975 (47),GO:0004566; GO:0005764; GO:0005975 (18)
OG0001585,-2.9128179748701,0.709732116945676,2,21,12,406,484,Mo25-like protein,GO:0035556; GO:0043539 (65),NA
OG0001586,-5.0660481651472,-0.559352426044055,2,21,11,8,616,Gamma-glutamylcyclotransferase,GO:0003839; GO:0005737; GO:0006751; GO:0061928 (38),GO:0003839; GO:0006751; GO:0061928 (24)
OG0001587,-2.95482351381053,-0.538591889850207,2,9,240,131,2440,Fasciclin, putative,GO:0005615; GO:0007155; GO:0030198; GO:0031012; GO:0050839 (65),NA
OG0001588,-4.53148033220042,-0.312963156215258,32,330,180,61,2441,None,None,NA
OG0001589,-0.578634877984415,0.892945917137556,2,64,90,8,2442,Katanin p80 WD40 repeat-containing subunit B1 (Katanin p80 subunit B1) (p80 katanin),GO:0000922; GO:0005737; GO:0005813; GO:0005874; GO:0007049; GO:0008017; GO:0008352; GO:0051013; GO:0051301 (65),NA
OG0001590,-0.311502089087854,3.79858634043544,29,187,86,391,2443,C2 domain-containing protein,GO:0005544 (64),NA
OG0001591,-2.01345874864329,1.14629407394736,2,21,11,255,2444,Myosin tail domain-containing protein,GO:0005615; GO:0010506 (62),NA
OG0001592,-5.82726957399119,1.94169548321574,3,331,90,22,2445,SEC7 domain-containing protein,GO:0005085; GO:0030036; GO:0032012 (59),GO:0005085; GO:0032012 (6)
OG0001593,-0.33233149844874,3.64970037508815,29,187,86,391,2446,Nuclear helicase mop-3/sno dead-box superfamily,GO:0005634; GO:0006355; GO:0031490; GO:0042393 (54),GO:0006355 (11)
OG0001594,-3.75901891786326,1.69696805048793,2,50,274,37,2447,Geranylgeranyl pyrophosphate synthase/polyprenyl synthetase, putative,GO:0000010; GO:0004659; GO:0006744; GO:0008299; GO:0042811; GO:1990234 (65),NA
OG0001595,-4.69533922273387,2.47979304362147,2,224,12,265,250,KH domain RNA binding protein, putative (KH domain RNA binding protein, putative (Fragment)),GO:0000381; GO:0003729; GO:0005634; GO:0005737; GO:0006355; GO:0006397 (56),GO:0003723; GO:0005634; GO:0006355 (9)
OG0001596,2.41399190824758,4.56591555643886,48,276,167,355,2448,LAMMER dual specificity kinase, putative,GO:0004674; GO:0004712; GO:0005524; GO:0005634; GO:0006468; GO:0043484 (31),GO:0004674; GO:0005524; GO:0006468 (21)
OG0001597,-3.55635764199961,-0.805423764697619,2,9,90,22,2449,RNA binding protein, putative,GO:0003712; GO:0003723; GO:0005634; GO:0006355; GO:0046872 (49),GO:0003723; GO:0005634; GO:0006355; GO:0046872 (16)
OG0001598,-4.80455162126292,-4.42163470219762,2,42,537,663,2450,Major facilitator superfamily domain-containing protein 12,GO:0008643; GO:0015293; GO:0016020 (65),NA
OG0001599,-0.48816337186564,-0.461462764255114,2,66,197,189,2451,Nipped-B protein,GO:0003682; GO:0005634; GO:0009790; GO:0010468; GO:0061780 (34),GO:0003682; GO:0009790; GO:0010468; GO:0032116; GO:0034087; GO:0034088; GO:0061780; GO:0071169; GO:0090694; GO:1990414 (30)
OG0001600,-1.57653846341837,0.913337843306951,2,96,52,84,2452,Protein crumbs,GO:0005509; GO:0016020; GO:0016043; GO:0030154; GO:0048513 (24),GO:0005509; GO:0016020 (22)
OG0001601,-5.17066957551707,-0.698702840320178,32,155,27,346,2453,Vinculin,GO:0005198; GO:0005737; GO:0005856; GO:0005886; GO:0005912; GO:0005925; GO:0007155; GO:0008013; GO:0015629; GO:0044291; GO:0045294; GO:0051015 (30),GO:0005198; GO:0005737; GO:0005886; GO:0005912; GO:0007155; GO:0015629; GO:0051015 (19)
OG0001603,5.34817645948659,-0.114780811778613,37,332,39,81,2454,None,None,NA
OG0001604,-1.40273823339213,1.40013832021563,2,333,11,8,2455,Tyrosine-protein kinase receptor,GO:0004714; GO:0005524; GO:0006468; GO:0007169; GO:0016020; GO:0071944 (16),GO:0016020; GO:0016740 (16)
OG0001605,7.70348928373586,-0.296701220981188,36,334,143,574,2456,None,None,NA
OG0001606,-0.387508114163767,0.84210218656867,2,90,28,127,2457,KASH domain-containing protein,GO:0005635; GO:0016020 (65),NA
OG0001607,-1.63435198861826,1.34374553132861,2,63,201,8,2458,Protein FAM151B,GO:0005615 (65),NA
OG0001608,-2.00690342981089,1.66461250353663,2,289,2,287,2459,ubiquitinyl hydrolase 1,GO:0004843; GO:0006511; GO:0016579 (37),GO:0004197; GO:0004843; GO:0005634; GO:0005829; GO:0006511; GO:0016579 (23)
OG0001610,-2.67770459253062,-0.105501203052111,2,21,11,8,810,RAB GTPase-activating protein, putative (RAB GTPase-activating protein, putative (Fragment)),GO:0005096; GO:0090630 (64),NA
OG0001611,-1.8421905239271,1.05100985132217,2,81,2,13,2460,C3H1-type domain-containing protein,GO:0005737; GO:0046872 (65),NA
OG0001612,-6.61200191575755,1.84054032135814,3,7,313,809,2461,3'-5' exonuclease domain-containing protein,GO:0003676; GO:0006139; GO:0008408; GO:0060255 (65),NA
OG0001613,-5.09161760408152,5.34156701136439,14,54,319,86,2462,None,GO:0000045; GO:0000422 (65),NA
OG0001614,3.69551680486928,-0.138330845347949,5,124,9,199,2463,DNA-dependent protein kinase catalytic subunit CC1/2 domain-containing protein,None,NA
OG0001615,7.35990140836965,-0.735343961230822,36,335,22,16,2464,None,None,NA
OG0001617,-6.30706312257517,2.10542616415828,3,7,95,6,2465,CCR4-Not complex component Not N-terminal domain-containing protein,GO:0005634; GO:0005737; GO:0006355; GO:0030015 (29),GO:0005634; GO:0005737; GO:0006355; GO:0030015; GO:2000036 (21)
OG0001618,-3.88170005876292,-3.90039828251988,6,207,107,190,2466,Tyrosyl-DNA phosphodiesterase 2-like protein,None,NA
OG0001619,-6.50317766267527,2.05503067541926,3,7,313,6,2467,Mitotic spindle-associated MMXD complex subunit MIP18-like protein,GO:0007059; GO:0106035 (64),NA
OG0001620,-2.83336164552439,0.324571760185651,2,21,11,97,2468,None,None,NA
OG0001621,-1.00593509275187,-1.26373961400182,2,69,2,8,2469,Fe2OG dioxygenase domain-containing protein,GO:0005506; GO:0016020; GO:0016705; GO:0031418; GO:0051213 (55),GO:0016020 (7)
OG0001622,6.90117929380666,-6.00258543919713,8,288,268,123,2470,Low-density lipoprotein receptor, putative,GO:0016020 (27),GO:0004252; GO:0005044; GO:0005615; GO:0006508; GO:0016020 (18)
OG0001623,-6.05496170121897,-0.760681299678393,32,252,27,346,2471,HECT domain-containing protein,GO:0004842; GO:0009966 (64),NA
OG0001624,-0.380375703160654,-2.84802749585301,2,39,35,12,2472,Myotrophin, putative,GO:0005576; GO:0005886; GO:0006887; GO:0044218; GO:0044231; GO:0090729 (24),GO:0004622; GO:0005576; GO:0005634; GO:0005737; GO:0005886; GO:0006887; GO:0044218; GO:0044231; GO:0090729; GO:0102545; GO:2000812 (22)
OG0001625,-2.78345467645396,0.0821202712139411,2,184,11,248,2473,Protein-tyrosine-phosphatase,GO:0004725; GO:0005737; GO:0005856; GO:0006470; GO:0048666; GO:0070161 (60),GO:0004725; GO:0005737; GO:0005856; GO:0006470; GO:0048666 (2)
OG0001626,-3.15484144288767,-0.69298603963048,2,9,90,22,2474,TATA-binding protein-associated factor 172-like protein,GO:0003677; GO:0004386; GO:0005524; GO:0005634; GO:0016887; GO:0017025; GO:0140658 (63),NA
OG0001627,-4.2225947578596,2.89172956515162,2,224,12,406,2475,None,None,NA
OG0001628,-1.09679212171305,-0.554574756137438,28,56,41,72,2476,SAM domain-containing protein,GO:0005737; GO:0007015; GO:0014069; GO:0015629; GO:0019722; GO:0030425; GO:0031175; GO:0051015 (47),GO:0005737; GO:0005856; GO:0007399 (17)
OG0001629,-3.93014003831614,-1.18152931164891,2,245,81,762,2477,leucine--tRNA ligase,GO:0002161; GO:0004823; GO:0005524; GO:0006429 (57),GO:0004823; GO:0005524; GO:0006429 (7)
OG0001630,-5.00464012223948,1.59593489933818,28,56,130,678,2478,3'-5' exonuclease domain-containing protein,GO:0003676; GO:0005634; GO:0005737; GO:0006139; GO:0008408; GO:0060255 (58),GO:0003676; GO:0006139; GO:0008408; GO:0060255 (6)
OG0001631,-3.90115215379466,-4.89182713460118,19,108,226,515,2479,mitogen-activated protein kinase kinase kinase,GO:0000287; GO:0004709; GO:0005524; GO:0006468; GO:0007254; GO:0043123 (31),GO:0000287; GO:0004709; GO:0005524; GO:0006468; GO:0006950 (18)
OG0001632,-3.15399958688487,0.651810290106229,2,21,11,8,247,Protein VPRBP, putative,GO:0005634; GO:0016567; GO:0080008 (45),GO:0005634; GO:0016567 (19)
OG0001633,-4.69497682649363,1.05510838311224,28,56,41,72,2480,None,None,NA
OG0001634,-5.01199438173045,1.40772712398379,28,56,130,678,2481,VPS9 domain-containing protein,GO:0005085; GO:0006897; GO:0016020; GO:0043087 (63),NA
OG0001635,-0.788068672006021,0.458315284737043,2,168,186,263,2482,PID domain-containing protein,GO:0005576; GO:0005737; GO:0005886; GO:0006887; GO:0044218; GO:0044231; GO:0090729 (40),GO:0005576; GO:0005886; GO:0006887; GO:0044218; GO:0044231; GO:0090729 (18)
OG0001636,-1.95661665994395,1.91675880719035,2,149,11,427,2483,PEHE domain-containing protein,GO:0000123 (64),NA
OG0001637,-1.73443712789286,0.804210306890897,2,255,11,272,2484,3-beta hydroxysteroid dehydrogenase/isomerase domain-containing protein,GO:0003854; GO:0006694 (64),NA
OG0001638,-2.46789505082835,-0.328000812045641,2,176,11,8,2485,phosphatidate phosphatase,GO:0003713; GO:0005634; GO:0008195; GO:0009062; GO:0016853; GO:0019432; GO:0032869; GO:0045944 (30),GO:0008195 (25)
OG0001639,-2.29616572458018,1.18615697491973,2,21,11,8,158,PWWP domain-containing protein,GO:0005634 (64),NA
OG0001640,-0.414877911393533,2.27548679877131,22,172,60,105,627,Heat shock protein 83,GO:0005524; GO:0005829; GO:0005886; GO:0006457; GO:0016887; GO:0032991; GO:0034605; GO:0048471; GO:0050821; GO:0051082; GO:0097718; GO:0140662 (34),GO:0005524; GO:0016887; GO:0051082; GO:0140662 (30)
OG0001641,-0.441942294423471,-2.59935954045446,2,39,35,12,2486,None,None,NA
OG0001642,-0.380622585599313,-2.8814087195316,2,39,322,187,2487,Wiskott-aldrich syndrome protein, putative (Wiskott-aldrich syndrome protein, putative (Fragment)),GO:0005737; GO:0005856; GO:0005886; GO:0007015; GO:0008360; GO:0030833; GO:0031267; GO:0035023 (35),GO:0003779; GO:0005634; GO:0005856; GO:0005886; GO:0007015; GO:0008360; GO:0031267; GO:0035023 (29)
OG0001643,-1.49421884614695,1.59493848849147,2,247,240,131,2488,Jumonji domain-containing protein, putative (Jumonji domain-containing protein, putative (Fragment)),GO:0000118; GO:0000785; GO:0003712; GO:0006357; GO:0031490; GO:0032454; GO:0033169 (54),GO:0005634; GO:0032454; GO:0033169 (3)
OG0001644,-1.04674305516947,5.61847016383021,21,96,52,58,2489,NAD-dependent epimerase/dehydratase domain-containing protein,GO:0005436; GO:0016324; GO:0044341 (64),NA
OG0001645,-1.62013723451365,3.41040441561549,2,41,53,66,2490,None,None,NA
OG0001646,6.54948614042531,-0.0146068615833002,2,287,125,290,2491,RHD domain-containing protein,GO:0000977; GO:0003700; GO:0005737; GO:0006357; GO:0010604; GO:0051173 (45),GO:0000977; GO:0003700; GO:0006357; GO:0010604; GO:0051173 (15)
OG0001647,-2.99674727517832,2.16759345103114,2,137,23,334,2492,Poly(A) RNA polymerase gld-2 -like protein A,GO:0016070; GO:0016779 (64),NA
OG0001648,-4.98658229905833,-0.399881510249682,2,70,27,346,2493,Glycerophosphocholine phosphodiesterase GPCPD1,GO:0005576; GO:0006629; GO:0008081; GO:0016829; GO:0046872; GO:2001070 (46),GO:0005576; GO:0006629; GO:0008081; GO:0016829; GO:0046872 (18)
OG0001649,-0.127907146994959,-2.84031131695897,2,39,35,12,2494,[histone H3]-lysine(27) N-trimethyltransferase,GO:0003682; GO:0005634; GO:0031507; GO:0032259; GO:0035098; GO:0046976; GO:0140951 (44),GO:0032259; GO:0042054 (9)
OG0001650,-4.2587971885847,-0.390242604724474,2,56,41,34,2495,None,None,NA
OG0001651,-4.15916111070384,1.31609374452441,2,50,274,37,2496,PPPDE domain-containing protein,GO:0008233 (64),NA
OG0001652,-3.27809002000559,-0.0714780373492914,2,104,90,22,599,LIM zinc-binding domain-containing protein,GO:0005856; GO:0046872 (59),GO:0046872; GO:0110165 (4)
OG0001653,-4.00515653688181,-1.07957604359777,2,9,90,22,536,OCEL domain-containing protein,GO:0006368; GO:0008023; GO:0016020 (64),NA
OG0001654,-2.29047181207408,-1.81227949093968,2,9,2,171,128,Profilin,GO:0003779; GO:0005856; GO:0044087; GO:0051128 (40),GO:0003785; GO:0005856; GO:0005938; GO:0042989 (21)
OG0001655,-6.60216095048655,2.14446863699763,3,7,95,158,2497,None,None,NA
OG0001656,-2.24139048654307,3.43752357531398,14,38,421,357,2498,HMG box domain-containing protein,GO:0003677; GO:0005634 (64),NA
OG0001657,-4.44664003450144,-2.41650512646825,2,132,128,110,2499,Mediator of RNA polymerase II transcription subunit 15 (Mediator complex subunit 15),GO:0003712; GO:0006357; GO:0016592 (60),GO:0003712; GO:0005634; GO:0006355 (4)
OG0001658,-1.64098836976756,1.41157895494311,2,172,60,44,2500,histone deacetylase,GO:0000118; GO:0000122; GO:0004407; GO:0016575; GO:0046872 (49),GO:0000118; GO:0000122; GO:0004407; GO:0016575 (14)
OG0001659,-1.34423770505656,4.72819993067592,21,96,52,58,2501,Polysaccharide biosynthesis domain-containing protein,None,NA
OG0001660,-5.46576168138255,0.0369627194484992,32,56,180,72,2502,Sodium leak channel non-selective protein-like,GO:0005261; GO:0016020 (32),GO:0005261; GO:0005886; GO:0032224; GO:0032230 (18)
OG0001661,9.672616461928,-3.3277879042545,20,202,47,122,2503,None,None,NA
OG0001662,-6.19233848649729,1.9427141861996,3,7,346,228,2504,Mediator of RNA polymerase II transcription subunit 14 (Mediator complex subunit 14),GO:0003712; GO:0006357; GO:0016592 (64),NA
OG0001663,5.17071674268972,-3.03497984837682,7,336,70,279,2505,None,None,NA
OG0001664,2.84677098196279,-0.435609011165209,5,185,136,167,30,Cytochrome P450,GO:0004497; GO:0005506; GO:0016705; GO:0020037 (64),NA
OG0001665,-4.03135540086497,0.343498499878339,2,280,11,263,2506,DUF3105 domain containing protein,None,NA
OG0001666,-0.578981777017007,0.16118350792735,2,107,238,1039,2507,dual-specificity kinase,GO:0004674; GO:0004712; GO:0005524; GO:0005634; GO:0005737; GO:0005856; GO:0018105; GO:0018107 (27),GO:0004712; GO:0005524; GO:0006468; GO:0016020 (19)
OG0001667,0.13329571362864,0.0117548422893805,2,140,27,346,2508,DH domain-containing protein,GO:0005085; GO:0030036; GO:0051496 (63),NA
