X1,X2,leiden_cluster_id,walktrap6_cluster_id,infomap_cluster_id,walktrap4_cluster_id,walktrap2_cluster_id,protein_name,best_gos,second_best_gos
OG0001863,1.33699675492132,4.2219372082354,1,152,315,596,2417,Trafficking protein particle complex subunit 10-like,GO:0048193; GO:1990071 (59),NA
OG0001864,-2.02501932688868,-1.62904951089607,30,19,388,27,1259,Pre-mRNA splicing factor Prp8, putative,GO:0000244; GO:0005682; GO:0008237; GO:0017070; GO:0030619; GO:0030620; GO:0030623; GO:0071013; GO:0097157 (38),GO:0000398; GO:0005681; GO:0008237; GO:0017070; GO:0030623 (22)
OG0001865,-2.40060726710474,-0.36838349813209,4,55,130,375,190,Alpha-1,4 glucan phosphorylase,GO:0005737; GO:0005980; GO:0008184; GO:0030170; GO:0102250; GO:0102499 (37),GO:0005977; GO:0008184; GO:0030170; GO:0102250; GO:0102499 (11)
OG0001866,1.85097452095831,-1.82808515542732,6,72,371,184,2418,None,None,NA
OG0001867,-0.1725541741482,-1.61648532861457,6,7,404,21,680,Coatomer subunit beta (Beta-coat protein),GO:0000139; GO:0005198; GO:0006886; GO:0016192; GO:0030126 (53),GO:0006886; GO:0016192; GO:0030117 (7)
OG0001868,4.96144541195715,-5.1230208587049,5,81,88,172,2419,p53 and DNA damage-regulated protein 1,GO:0005737; GO:0006457; GO:0016272; GO:0051082 (37),GO:0003676; GO:0005576; GO:0005886; GO:0006887; GO:0044218; GO:0044231; GO:0090729 (23)
OG0001869,0.00493963650548634,-1.88847085946784,10,137,326,279,739,Hypoxia up-regulated protein, putative,GO:0005524; GO:0031204; GO:0032440; GO:0034663; GO:0071456; GO:0140662; GO:1903298 (34),GO:0005524; GO:0140662 (26)
OG0001870,-3.23791758128321,-2.8859078597425,30,19,294,132,2420,C2 domain-containing protein,GO:0000978; GO:0000981; GO:0001227; GO:0005634; GO:0006357 (60),NA
OG0001871,-0.55423895426905,-3.62529251092658,10,82,490,49,162,TOG domain-containing protein,GO:0000226; GO:0005634; GO:0005737; GO:0006606 (60),NA
OG0001872,-3.81417814799464,0.0942809868456325,50,130,524,125,970,Ubiquitin carboxyl-terminal hydrolase,GO:0004843; GO:0005634; GO:0005737; GO:0006511; GO:0016579 (52),GO:0004843; GO:0006511; GO:0016579 (7)
OG0001873,3.32262077025259,-0.941498608529429,6,105,525,420,2421,Glycerol-3-phosphate dehydrogenase,GO:0004368; GO:0005509; GO:0005739; GO:0006072; GO:0009331; GO:0016020 (28),GO:0005509; GO:0005739; GO:0006072; GO:0009331; GO:0052591 (24)
OG0001874,-5.3557612092129,-2.97015258783088,49,168,526,130,396,non-specific serine/threonine protein kinase,GO:0004674; GO:0005524; GO:0005737; GO:0005856; GO:0018107; GO:0031032; GO:0046872 (43),GO:0004674; GO:0005524; GO:0006468; GO:0046872; GO:0110165 (9)
OG0001875,-0.172109285079597,-1.47076127046333,6,7,440,311,2422,Glucosidase II, putative,GO:0005975; GO:0006491; GO:0030246; GO:0033919; GO:0090599 (48),GO:0005975; GO:0030246; GO:0090599 (12)
OG0001876,4.29710229328954,1.47274798041596,8,13,527,192,2423,3-hydroxy-3-methylglutaryl coenzyme A reductase (HMG-CoA reductase),GO:0004420; GO:0005778; GO:0005789; GO:0008299; GO:0015936; GO:0016126; GO:0050661 (36),GO:0004420; GO:0005789; GO:0008299; GO:0015936; GO:0050661 (15)
OG0001877,2.75132395914877,-0.748415560662607,2,29,58,222,2424,None,None,NA
OG0001878,-3.03995052882349,-4.04297754281745,42,162,340,384,336,Bifunctional arginine demethylase and lysyl-hydroxylase JMJD6-like,GO:0008168; GO:0032259 (60),NA
OG0001879,-5.47231737681544,1.25057954972996,16,9,499,20,37,Thyroglobulin type-1 domain-containing protein,GO:0005509; GO:0005604; GO:0005615; GO:0008201; GO:0030198; GO:0050840 (47),GO:0005509 (10)
OG0001880,-0.13890520640528,-0.91434010976539,6,7,326,212,549,Histone-lysine N-methyltransferase, setb1, putative,GO:0003677; GO:0005634; GO:0005694; GO:0008270; GO:0010629; GO:0046974; GO:0051567; GO:0070828; GO:0090309 (42),GO:0003677; GO:0005634; GO:0005694; GO:0008270; GO:0034968; GO:0042054 (18)
OG0001881,2.00617065123403,-1.60322925561653,6,219,528,300,2425,Apple domain-containing protein,None,NA
OG0001882,-2.30847422190821,-0.767068834245066,30,9,164,111,960,NUDE domain-containing protein,GO:0005737; GO:0005815; GO:0005819; GO:0008017 (60),NA
OG0001883,1.54049201897466,0.677866874992987,4,102,167,34,2426,Kakapo, putative,GO:0005794; GO:0031267; GO:0032440; GO:0048193 (60),NA
OG0001884,7.09478696278417,-1.75584337228523,24,90,449,12,2427,peptide-methionine (S)-S-oxide reductase,GO:0005737; GO:0008113; GO:0034599; GO:0036456 (40),GO:0008113 (13)
OG0001885,-6.8223606736294,0.0222609329821071,37,9,529,3,1238,RNA-binding translational regulator IRP, putative,GO:0003994; GO:0005739; GO:0005829; GO:0006099; GO:0006101; GO:0030350; GO:0046872; GO:0047780; GO:0051539 (29),GO:0003994; GO:0005737; GO:0046872; GO:0047780; GO:0051539 (26)
OG0001886,-3.98459354945338,-0.138908834397654,50,9,335,21,1257,26S proteasome non-ATPase regulatory subunit 4,GO:0006511; GO:0008540 (60),NA
OG0001887,12.054665884293,-3.86544534677253,3,129,114,97,2428,None,None,NA
OG0001888,-4.69808975764429,0.771405904352804,26,9,351,69,19,FYVE-type domain-containing protein,GO:0005096; GO:0005769; GO:0006897; GO:0008083; GO:0015031; GO:0043231; GO:0046872 (38),GO:0005096; GO:0006897; GO:0046872 (19)
OG0001889,-6.52934710093653,0.377595930159231,37,9,491,20,823,Calsyntenin C-terminal domain-containing protein,GO:0001540; GO:0005509; GO:0016020; GO:0019894; GO:0042988 (22),GO:0016020 (18)
OG0001890,1.62552483967626,-0.246014089524607,2,102,62,42,888,EF-hand domain-containing protein,GO:0005509; GO:0036444; GO:0051560; GO:1990246 (60),NA
OG0001891,-0.28456703730738,-4.7526504706739,10,82,530,49,75,Polyadenylate-binding protein (PABP),GO:0003730; GO:0005634; GO:0005829; GO:0008143; GO:0008266; GO:0010494; GO:1990904 (43),GO:0003723; GO:0005737 (16)
OG0001892,-3.01750389643824,0.317245452463766,4,55,455,111,268,Acetylcholine regulator unc-18, putative (Acetylcholine regulator unc-18, putative (Fragment)),GO:0005886; GO:0006886; GO:0006904; GO:0007269; GO:0016192; GO:0019905; GO:0030141; GO:0098793 (47),GO:0016192 (13)
OG0001893,-1.91621128626978,-0.753962011277536,6,7,199,7,2429,non-specific serine/threonine protein kinase,GO:0004674; GO:0005524; GO:0005737; GO:0005856; GO:0005886; GO:0006468; GO:0007266; GO:0031267 (25),GO:0000281; GO:0005524; GO:0005737; GO:0005856; GO:0005886; GO:0007266; GO:0016491; GO:0018107; GO:0030866; GO:0031032; GO:0031267; GO:0048598; GO:0072518; GO:1901888 (23)
OG0001894,-4.43658224650538,-3.60205432885871,40,26,531,80,531,Vacuolar protein sorting-associated protein 8 central domain-containing protein,GO:0005770; GO:0006623; GO:0030897; GO:0034058 (50),GO:0006623; GO:0046872 (9)
OG0001895,-0.374371925078986,-0.9359122228025,6,7,443,214,761,None,None,NA
OG0001896,-0.53785482951319,0.54967161899819,20,179,484,156,2430,MHD domain-containing protein,GO:0008021; GO:0030100; GO:0030122; GO:0035615; GO:0048488; GO:0072583 (47),GO:0005737; GO:0006897 (11)
OG0001897,-4.44841400691187,-2.76309844964729,4,9,367,60,233,E3 ubiquitin-protein ligase SHPRH,GO:0005524; GO:0043229; GO:0046872; GO:0060255; GO:0140658 (36),GO:0005524; GO:0005737; GO:0043229; GO:0046872; GO:0060255; GO:0140658 (23)
OG0001898,-0.619195142470954,-1.18687602990852,15,205,255,214,2431,BTB domain-containing protein,GO:0005249; GO:0008076; GO:0030425; GO:0034765; GO:0051260 (57),GO:0006811; GO:0016020; GO:0030425 (3)
OG0001899,-4.74791304179346,-2.16750642770515,40,9,532,78,2432,Glucose transport protein, putative,GO:0005366; GO:0015798; GO:0016324; GO:0032440; GO:0055085 (45),GO:0016020; GO:0022857 (15)
OG0001900,2.10688312939489,4.1278631973864,1,8,1,322,1271,None,None,NA
OG0001901,0.451153120315911,0.952031305790087,3,100,5,74,2433,Glutamate-gated chloride channel,GO:0004888; GO:0005230; GO:0005254; GO:0005886 (43),GO:0016020 (15)
OG0001902,-0.979018130981086,0.0360510635973414,16,5,533,187,890,Ubiquitin-like protease family profile domain-containing protein,GO:0003676; GO:0005634; GO:0005737; GO:0016926; GO:0070139 (49),GO:0006508; GO:0008234; GO:0016020 (6)
OG0001903,3.49419339588964,1.20868021136536,8,9,38,20,2434,None,None,NA
OG0001904,-3.42730728694117,-3.2583558272718,4,9,513,20,2435,Hexosyltransferase,GO:0000139; GO:0006493; GO:0008194; GO:0016020; GO:0016758 (31),GO:0000139; GO:0006486; GO:0016758 (29)
OG0001905,2.24312605551565,-1.79801747316108,6,28,181,6,830,Lachesin-like protein,GO:0016020 (60),NA
OG0001906,5.38096483639562,-4.03466245645271,3,265,16,164,2436,Sodium/calcium exchanger membrane region domain-containing protein,GO:0006816; GO:0015297; GO:0016020 (57),GO:0004713; GO:0005524; GO:0006468; GO:0006816; GO:0015297; GO:0016020 (3)
OG0001907,-3.01505056925928,-3.99715063089118,42,162,340,384,902,Dynamin-binding protein (Scaffold protein Tuba),GO:0005085; GO:0005795; GO:0035556; GO:0070161 (58),GO:0005085 (2)
OG0001908,5.51665981701696,-1.65384432786689,15,205,255,383,956,Protocadherin beta-6, putative,GO:0004022; GO:0005509; GO:0007156; GO:0016342; GO:0045296; GO:0098742 (41),GO:0005509; GO:0007156; GO:0016020 (14)
OG0001909,-4.8245374352566,-0.455686421334604,58,9,467,501,454,General transcription factor 3C polypeptide 3-like protein,GO:0006383 (60),NA
OG0001910,-2.73951784678614,-0.165784211099009,4,9,35,297,2437,CUB domain-containing protein,GO:0005041; GO:0005886; GO:0043235 (28),GO:0005886 (21)
OG0001911,6.36896093777502,-1.47390410417304,2,53,243,55,237,PH domain-containing protein,GO:0001881; GO:0005769; GO:0005802; GO:0005829; GO:0007032; GO:0042147; GO:0055037 (60),NA
OG0001912,3.31759666494215,-0.166318983971933,2,29,1,122,2438,None,None,NA
OG0001913,12.2092355101475,-3.80949661248908,3,100,198,79,379,Kinesin-like protein unc-104,GO:0003777; GO:0005524; GO:0005737; GO:0005871; GO:0005874; GO:0007018; GO:0008017; GO:0016887; GO:0030705 (38),GO:0003777; GO:0005524; GO:0005737; GO:0005874; GO:0007018; GO:0008017 (22)
OG0001915,-4.32246796199,-2.09737512582527,40,9,233,20,1109,RAS, putative,GO:0003924; GO:0004767; GO:0005525; GO:0005886; GO:0007265; GO:0019003 (39),GO:0003924; GO:0005525; GO:0007165; GO:0016020 (14)
OG0001916,0.702418407715203,0.00103536134972182,2,48,353,447,2439,Post-GPI attachment to proteins factor 2,GO:0000139 (60),NA
OG0001917,-5.44087664195215,2.31740251070275,11,8,10,20,92,None,None,NA
OG0001919,-4.25365034648096,-1.13874957078681,16,5,485,27,203,None,None,NA
OG0001920,0.974402746475579,0.273417859137197,2,53,62,42,258,CWF19 protein 2-like,None,NA
OG0001921,-3.93429581233179,-1.44390556329475,16,8,486,27,2440,RRM domain-containing protein,GO:0003730; GO:0005634; GO:0005737; GO:0005829; GO:0007399; GO:0010468; GO:0051028 (45),GO:0003723; GO:0010468 (8)
OG0001922,-7.19562594004786,1.53512379413857,59,80,471,87,209,Vam6/Vps39 protein-like,GO:0005737; GO:0006886; GO:0016192; GO:0043231 (46),GO:0016192 (13)
OG0001923,-3.71723810740626,-1.35694906228767,42,9,510,20,76,DNA mismatch repair protein,GO:0005524; GO:0006298; GO:0030983; GO:0140664 (52),GO:0005524; GO:0005634; GO:0006298; GO:0030983; GO:0035064 (2)
OG0001924,-3.81234423228419,0.143678515017172,50,9,518,20,92,None,None,NA
OG0001925,-2.81601444789088,1.69774737840905,26,124,534,248,1164,urocanate hydratase,GO:0016153; GO:0019556; GO:0019557 (58),GO:0006547; GO:0016153 (1)
OG0001926,0.852716287887933,-1.65622303003059,6,83,126,174,71,C3H1-type domain-containing protein,GO:0046872 (50),NA
OG0001927,7.10994370869482,-0.610175342500071,15,207,458,517,968,Phospholipid/glycerol acyltransferase domain-containing protein,GO:0016020; GO:0016746 (54),GO:0016020 (5)
OG0001928,-4.9738933236233,-1.05484554284797,16,114,121,24,690,None,None,NA
OG0001929,-3.58945004054224,-0.886796088158945,50,9,349,8,2441,ATP receptor (Purinergic receptor),GO:0001614; GO:0004931; GO:0005886; GO:0033198; GO:0098794 (40),GO:0001614; GO:0004931; GO:0005524; GO:0005886; GO:0033198; GO:0098794 (17)
OG0001930,1.06652506283605,0.0884331751467189,2,53,348,309,2442,RPEL repeat containing protein,None,NA
OG0001931,-3.23860231944239,0.513959257662435,4,54,507,274,2443,ditrans,polycis-polyprenyl diphosphate synthase [(2E,6E)-farnesyldiphosphate specific],GO:0005789; GO:0006486; GO:0019408; GO:0045547; GO:1904423 (42),GO:0005783; GO:0006486; GO:0016020; GO:0019408; GO:0045547; GO:1904423 (12)
OG0001932,2.60576458863104,-2.69508311265693,6,89,67,25,2444,Ubiquitin carboxyl-terminal hydrolase,GO:0004843; GO:0005815; GO:0006511; GO:0006897; GO:0008270; GO:0016579; GO:0048471 (51),GO:0004843; GO:0006511; GO:0016579 (7)
OG0001933,0.778251966751458,-4.20702192300544,10,2,488,326,375,Clathrin light chain,GO:0005198; GO:0005886; GO:0006886; GO:0030125; GO:0030130; GO:0030132; GO:0030672; GO:0032050; GO:0072583; GO:0099631 (33),GO:0005198; GO:0006886; GO:0016192; GO:0030130; GO:0030132 (26)
OG0001934,-5.06976572581446,-2.89809844011054,49,26,535,60,1125,Protein NRDE2-like protein,GO:0005634 (59),NA
OG0001935,-0.419603505813239,-4.93136951440559,10,71,270,157,51,S phase cyclin A-associated protein in the endoplasmic reticulum-like,None,NA
OG0001936,-2.03722826548731,1.09056458508982,4,55,78,111,525,Cysteine synthase, putative,GO:0004122; GO:0005737; GO:0006535 (37),GO:0004122; GO:0005737; GO:0006535; GO:0019343 (22)
OG0001937,-5.7838503510586,2.38079991823449,11,77,536,4,1076,None,None,NA
OG0001938,4.22079118183935,-4.95506164544807,14,81,333,31,86,Mitogen-activated protein kinase kinase kinase 13-B-like protein,GO:0004674; GO:0005524; GO:0006468; GO:0006950 (56),GO:0004672; GO:0005524; GO:0006468; GO:0006950 (2)
OG0001939,1.45884736470068,-0.582044334351877,2,197,62,228,2445,PWI domain-containing protein,GO:0003723; GO:0005634; GO:0006397 (59),NA
OG0001940,-5.29991880961573,-2.91276809686408,49,168,537,130,211,inositol-3-phosphate synthase,GO:0004512; GO:0005737; GO:0006021; GO:0008654 (36),GO:0004512; GO:0006021; GO:0008654 (23)
OG0001941,0.311460813797356,-1.42851516717658,6,23,272,237,139,Metastasis-associated protein, putative (Metastasis-associated protein, putative (Fragment)),GO:0000122; GO:0003682; GO:0003713; GO:0003714; GO:0005654; GO:0016575; GO:0016581; GO:0042826; GO:0046872 (44),GO:0005634; GO:0006355; GO:0043565 (15)
OG0001942,-0.931719699584602,-3.50622150415168,10,196,70,341,507,Protein tumorous imaginal discs, mitochondrial,GO:0005524; GO:0006457; GO:0009408; GO:0031072; GO:0046872; GO:0051082 (43),GO:0006457; GO:0051082 (11)
OG0001943,4.14916368416631,4.51466277128472,34,270,504,508,1284,None,None,NA
OG0001944,5.18350966862524,-5.23172351831184,5,140,176,95,383,Potassium channel subfamily T member 2-like protein,GO:0005267; GO:0016020 (56),NA
OG0001945,4.90793605736578,-5.07625791543708,5,81,13,277,186,Vacuolar protein sorting-associated protein 18 homolog,GO:0005768; GO:0006886; GO:0006904; GO:0007032; GO:0007040; GO:0008333; GO:0030674; GO:0030897; GO:0046872; GO:0048284 (38),GO:0006886; GO:0016020; GO:0016192; GO:0046872 (19)
OG0001946,0.618576845444085,-1.77793976777778,6,83,126,174,2446,CXXC-type zinc finger protein 1,GO:0003677; GO:0008270; GO:0035064; GO:0045893; GO:0048188; GO:0051568 (43),GO:0003677; GO:0046872; GO:0048188 (16)
OG0001947,-1.9834238679043,-2.28241035455451,42,9,259,20,587,Nucleosome assembly protein NAP-1, putative (Nucleosome assembly protein NAP-1, putative (Fragment)),GO:0000785; GO:0003682; GO:0005634; GO:0006334; GO:0042393 (31),GO:0005634; GO:0006334 (28)
OG0001948,-2.66917721339381,0.826698361694952,4,55,375,21,2447,None,None,NA
OG0001949,1.5611705391773,-3.07327863687263,6,89,47,287,222,Major facilitator superfamily (MFS) profile domain-containing protein,GO:0016020; GO:0022857 (59),NA
OG0001950,6.78842743328893,-2.51624938958869,24,249,74,214,2448,Transcription elongation regulator, putative (Transcription elongation regulator, putative (Fragment)),GO:0003712; GO:0005634; GO:0070063 (38),GO:0003712; GO:0070063 (21)
OG0001951,2.95898432872379,-2.47408005708442,6,36,372,57,2449,Abl interactor 2,GO:0003723; GO:0005856; GO:0030027; GO:0030175; GO:1990904 (57),GO:0005856; GO:0030027; GO:0030175 (2)
OG0001952,0.414443096435906,-2.56844040864692,10,7,52,283,2450,None,None,NA
OG0001953,-5.07328096934473,0.984742103874823,46,12,538,28,37,Transcription initiation factor TFIID subunit 2,GO:0000976; GO:0003682; GO:0003743; GO:0004177; GO:0005669; GO:0006367; GO:0008237; GO:0008270 (38),GO:0005669; GO:0008237; GO:0008270 (18)
OG0001954,-4.23890463420069,0.51324561125054,45,222,464,542,793,non-specific serine/threonine protein kinase,GO:0004674; GO:0005524; GO:0005737; GO:0006468; GO:0043539 (30),GO:0004674; GO:0005524; GO:0006468 (19)
OG0001955,-4.28091970988428,4.76783159261956,29,89,115,25,744,Protein phosphatase 1 regulatory inhibitor subunit 16A, putative,GO:0005576; GO:0005886; GO:0006887; GO:0044218; GO:0044231; GO:0090729 (37),GO:0004622; GO:0004857; GO:0005576; GO:0005737; GO:0005886; GO:0006887; GO:0017020; GO:0044218; GO:0044231; GO:0090729; GO:0102545 (21)
OG0001956,-4.36688152857935,3.96351864820733,14,67,333,305,2451,Insulin-like domain-containing protein,GO:0005179; GO:0005576 (59),NA
OG0001957,-2.24554983683741,1.40186241155877,30,24,468,378,2452,Dishevelled protein, putative (Dishevelled protein, putative (Fragment)),GO:0005109; GO:0005829; GO:0016020; GO:0035556; GO:0060070 (41),GO:0016055; GO:0035556; GO:0048468 (18)
OG0001959,4.99008532456243,-5.45918485635505,5,140,192,98,2453,RBR-type E3 ubiquitin transferase,GO:0004842; GO:0008270; GO:0016567 (32),GO:0000151; GO:0000209; GO:0005634; GO:0005737; GO:0006511; GO:0008270; GO:0016874; GO:0031624; GO:0032436; GO:0061630 (26)
OG0001960,4.91642006329382,-4.97663614267097,5,40,13,277,181,Protein piccolo-like,GO:0031267; GO:0042391; GO:0042734; GO:0044325; GO:0048167; GO:0048788; GO:0048791; GO:0050806 (40),GO:0006887; GO:0016020; GO:0031267; GO:0045202; GO:0046872 (13)
OG0001961,-2.47746578761256,0.306504576265951,4,54,257,298,1300,None,None,NA
OG0001962,12.6271842329868,-4.067510814607,31,239,186,374,2454,Synaptosomal-associated protein,GO:0043005; GO:0045202 (58),GO:0005249; GO:0005886; GO:0017075; GO:0043005; GO:0045202 (1)
OG0001963,1.81892856053198,-2.30084011071907,6,59,371,310,788,Chromatin-remodeling ATPase INO80,GO:0003677; GO:0005524; GO:0006281; GO:0016787; GO:0031011; GO:0140658 (40),GO:0003677; GO:0004386; GO:0005524; GO:0006281; GO:0016787; GO:0031011; GO:0140658 (15)
OG0001964,3.44356515101278,0.891943021476408,2,27,7,392,291,EF-hand domain-containing protein,GO:0003924; GO:0005509; GO:0005525 (59),NA
OG0001965,-4.35185877391016,3.19607332235589,14,167,382,268,491,Fork-head domain-containing protein,GO:0003700; GO:0005634; GO:0043565 (34),GO:0003700; GO:0005634; GO:0043565; GO:0046872 (24)
OG0001966,3.38120736769521,2.39220610147729,8,97,175,35,1355,None,None,NA
OG0001967,0.0750501959689873,0.410372822344442,21,188,457,170,2455,Protein bicaudal D,GO:0008093; GO:0070840 (45),GO:0005794; GO:0005829; GO:0008093; GO:0033365; GO:0034452; GO:0070507; GO:0070840; GO:0072393 (14)
OG0001968,3.69478501967275,1.74476894623055,8,88,185,77,692,ATP synthase subunit alpha,GO:0005524; GO:0005754; GO:0015986; GO:0016787; GO:0043531; GO:0045261; GO:0046933 (52),GO:0005524; GO:0045261; GO:0046933 (7)
OG0001969,7.22422297886694,-2.29620620721565,24,15,239,181,482,NEDD4-like E3 ubiquitin-protein ligase WWP1,None,NA
OG0001970,2.77010582975233,-1.46819684022651,6,57,200,6,2456,None,None,NA
OG0001971,2.88718182436311,3.23099377638115,8,58,94,251,2457,Nose resistant-to-fluoxetine protein N-terminal domain-containing protein,GO:0016020 (59),NA
OG0001972,2.60738252691114,4.78431084638848,7,18,91,433,239,None,None,NA
OG0001973,5.1165071337589,-5.59533998483406,5,140,217,98,711,separase,GO:0000280; GO:0004197; GO:0005634; GO:0006508; GO:0098813 (52),NA
OG0001974,12.2120898573765,-3.58348104470954,3,100,191,189,485,choline-phosphate cytidylyltransferase,GO:0004105; GO:0031210 (38),GO:0004105 (20)
OG0001975,1.97459884575689,5.27551630026116,26,8,539,44,478,None,None,NA
OG0001977,-4.1659680993191,4.20136979109063,14,67,187,305,167,Procollagen-lysine,GO:0005506; GO:0016705; GO:0031418; GO:0051213 (59),NA
OG0001978,2.03927620343054,5.90964582449212,1,8,50,238,718,None,None,NA
OG0001979,1.35711713723028,0.213651208937307,5,53,65,42,2458,Phosphodiesterase,GO:0004114; GO:0007165; GO:0046872 (41),GO:0004115; GO:0007165; GO:0043951; GO:0046872 (17)
OG0001980,-2.41393534251368,3.25231984144463,23,8,540,20,656,None,None,NA
OG0001981,-4.00768772669947,4.60555770879998,6,7,472,188,56,Phospholipid/glycerol acyltransferase domain-containing protein,GO:0016020; GO:0016746 (59),NA
OG0001982,-2.17264811106837,1.19291123634591,4,55,78,111,525,Voltage-dependent L-type calcium channel subunit beta-2-like protein,GO:0005245; GO:0005891 (59),NA
OG0001983,-3.25384680339014,1.57446130996956,26,101,157,248,438,Mitochondrial carnitine/acylcarnitine carrier protein,GO:0016020 (23),GO:0005740; GO:0006839; GO:0015227; GO:0016020; GO:1902603 (22)
OG0001984,-0.822469392501472,0.333587138712545,20,90,152,2,954,F-box containing protein, putative,GO:0000209 (30),GO:0003713; GO:0005634; GO:0045893 (29)
OG0001985,2.61255567363584,4.06623151785149,7,18,345,152,685,None,None,NA
OG0001986,4.46219225815618,-5.65577718728767,5,81,182,31,2459,Zinc finger C3H1 domain-containing protein,GO:0046872 (46),NA
OG0001987,4.87114842823827,-1.38383695596443,15,89,41,20,620,Ras-related protein Rab-1A-like protein,GO:0003677; GO:0005634 (58),NA
OG0001988,1.74503704003179,0.395120112955709,2,43,62,250,165,TANK-binding kinase 1 coiled-coil domain-containing protein,None,NA
OG0001989,-0.610369363509772,0.546602873861929,21,188,457,530,916,TLC domain-containing protein,GO:0016020; GO:0046513; GO:0050291 (59),NA
OG0001990,-8.99443594523585,-0.13132807725654,64,9,281,197,232,Phosphatase inhibitor 2-like protein,GO:0004864; GO:0009966; GO:0043666 (59),NA
OG0001991,-0.506680646621345,-2.12778326982246,6,7,541,253,2460,FTS and Hook-interacting protein-like,None,NA
OG0001992,3.04292105726087,3.11977341657891,8,61,1,441,490,None,None,NA
OG0001994,-4.48192564555323,0.401581971705099,46,250,391,406,726,Protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase (POMGnT1),GO:0000139; GO:0016266; GO:0030145; GO:0047223 (28),GO:0006486; GO:0008375; GO:0016020; GO:0046872 (12)
OG0001995,-3.28540817805445,4.28976824766411,17,16,96,105,365,U6 snRNA-associated Sm-like protein LSm2,GO:0000398; GO:0000932; GO:0003723; GO:0005688; GO:0046540; GO:0071011; GO:0071013; GO:1990726 (47),GO:0000398; GO:0003723; GO:0005681; GO:0005688; GO:0046540 (11)
OG0001996,12.4063247053989,-3.44678089135871,3,93,120,33,2461,DNA topoisomerase,GO:0003677; GO:0003917; GO:0005694; GO:0006265 (37),GO:0003677; GO:0003917; GO:0005634; GO:0005694; GO:0006265 (20)
OG0001997,-6.0947634369961,-1.30501148217903,50,75,542,39,2462,Tetratricopeptide SHNi-TPR domain-containing protein,GO:0005634 (58),NA
OG0001998,-0.860174098693488,0.580024539291998,20,90,424,44,930,Zinc finger CCCH domain-containing protein 18-like protein,None,NA
OG0001999,-2.84933487483179,-4.41454240792976,42,216,451,226,874,Exocyst complex component sec3, putative,GO:0000145; GO:0005546; GO:0005886; GO:0006887; GO:0006893 (43),GO:0000145; GO:0006887 (15)
OG0002000,-0.0162338406673652,-1.94371149057136,6,23,272,465,406,Solute carrier family 12 member 9-like,GO:0015377; GO:0016020 (58),NA
OG0002001,-4.10901228495753,0.874813227713247,30,19,168,191,235,Serine/threonine-protein phosphatase,GO:0005516; GO:0017018; GO:0033192; GO:0097720 (48),GO:0005516; GO:0033192; GO:0097720 (9)
OG0002002,-4.27915541239893,-0.308669657647471,46,12,418,325,1130,Glycogen debranching enzyme,GO:0004134; GO:0004135; GO:0005737; GO:0005978; GO:0005980; GO:0102500 (54),GO:0000981; GO:0003677; GO:0004134; GO:0004135; GO:0005634; GO:0005980 (3)
OG0002003,-4.00196234294092,-0.465696306168894,50,9,511,8,591,ABC transporter domain-containing protein,GO:0005524; GO:0016020; GO:0140359 (58),NA
OG0002004,-0.273789563857673,-2.32019230836616,6,7,42,115,347,WASH complex subunit 7,GO:0071203 (58),NA
OG0002005,-0.389143386565803,-4.57242414468513,10,9,183,49,2463,type I protein arginine methyltransferase,GO:0005634; GO:0005737; GO:0006325; GO:0016274; GO:0018216 (40),GO:0006325; GO:0018216; GO:0035242 (13)
OG0002006,0.249396404541375,-2.17135426515327,6,7,269,49,172,None,None,NA
OG0002007,-0.091515460693,-3.15622541421638,10,11,195,213,2464,Clustered mitochondria protein homolog,GO:0003723; GO:0005737; GO:0007005; GO:0051640 (43),GO:0003723; GO:0005737; GO:0007005 (12)
OG0002008,4.61117311409796,-5.88400003427253,5,180,231,304,82,DNA-directed RNA polymerase,GO:0000428; GO:0003677; GO:0003899; GO:0006351; GO:0071897 (58),NA
OG0002009,-3.6067730576626,-0.529789419114451,50,9,349,8,2465,Thyrotropin-releasing hormone receptor (Thyroliberin receptor),GO:0004997; GO:0005886 (56),GO:0004997; GO:0005886; GO:0016740 (2)
OG0002010,-4.70838419505274,-0.61188981050239,16,114,499,24,62,Vacuolar protein sorting-associated protein 54,GO:0000938; GO:0005829; GO:0006896; GO:0015031; GO:0019905; GO:0042147 (38),GO:0000938; GO:0005829; GO:0015031; GO:0042147 (13)
OG0002011,0.362440666473748,-2.76548454278694,10,137,326,279,739,Symplekin,GO:0005634; GO:0006397 (58),NA
OG0002012,-4.71760670252955,-0.261573643624643,4,9,202,179,548,non-specific serine/threonine protein kinase,GO:0000077; GO:0003743; GO:0004694; GO:0005524 (29),GO:0000077; GO:0004694; GO:0005524 (21)
OG0002013,-7.1370112092129,1.61669817453637,59,80,471,87,209,Rad4 beta-hairpin domain-containing protein,GO:0003684; GO:0005634; GO:0006289 (26),GO:0000111; GO:0003684; GO:0003697; GO:0005737; GO:0006289; GO:0006298; GO:0071942 (22)
OG0002014,-0.657527127944587,-4.30202552789436,10,82,180,45,1277,VAMP-7, putative,GO:0000149; GO:0005484; GO:0006887; GO:0006906; GO:0031201 (58),NA
OG0002015,0.301845869339349,-2.50803849214302,2,201,136,292,2466,None,GO:0031087 (56),NA
